# File Name: /shared/data/ui/current_run/Untitled_2023-12-01-135038_20231201_135140.eds
# Comment: 
# Operator: Dongjun H.
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778620070344
# Instrument Serial Number: 2778620070344
# Heated Cover Serial Number: 2779320060447
# Block Serial Number: 2778320050408
# Run Start Date/Time: 2023-12-01 01:51:55 PM PST
# Run End Date/Time: 2023-12-01 03:34:27 PM PST
# Run Duration: 102 minutes 32 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: NONE
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-12-01 03:35:35 PM PST
# Exported On: 2023-12-01 03:35:40 PM PST
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"104","E8","false","113","MYH7","UNKNOWN","SYBR","None","Amp","2.2473552139293944","","","28.14450864383898","0.3506297152661291","28.029850662367256","1.243109479940429","true","11800.235948122277","true","3","20","84.79998779296875","91.72927856445312","88.9028549194336",""
"105","E9","false","113","MYH7","UNKNOWN","SYBR","None","Amp","2.451813419995884","","","29.211659008483693","0.7205386498883353","28.029850662367256","1.243109479940429","true","11800.235948122277","true","3","23","84.69078063964844","","",""
"106","E10","false","113","MYL2","UNKNOWN","SYBR","None","Amp","2.5839407892874715","","","33.940720357626674","0.9530465258536636","34.06255437895699","0.3044916542871315","true","14856.637297205674","true","3","27","82.5953140258789","76.21780395507812","78.31327056884766",""
"107","E11","false","113","MYL2","UNKNOWN","SYBR","None","Amp","2.577606344144555","","","33.83784484854901","0.943618577724021","34.06255437895699","0.3044916542871315","true","14856.637297205674","true","3","26","78.31327056884766","81.866455078125","",""
"108","E12","false","113","MYL2","UNKNOWN","SYBR","None","Amp","2.558325634394495","","","34.40909793069528","0.93479597299332","34.06255437895699","0.3044916542871315","true","14856.637297205674","true","3","29","78.31327056884766","82.50420379638672","",""
"109","E13","false","113","TNNI3","UNKNOWN","SYBR","None","Amp","2.631284532969286","","","21.961278217525823","0.9848243577867706","23.00946111628926","0.9892485720574428","true","19384.55439175768","true","3","15","81.41264343261719","84.69281005859375","78.58804321289062",""
"110","E14","false","113","TNNI3","UNKNOWN","SYBR","None","Amp","2.529063749323799","","","23.926741064196264","0.9902281490105742","23.00946111628926","0.9892485720574428","true","19384.55439175768","true","3","16","81.5948715209961","77.58576965332031","84.78392791748047",""
"111","E15","false","113","TNNI3","UNKNOWN","SYBR","None","Amp","2.567970043876313","","","23.140364067145697","0.9761206885824469","23.00946111628926","0.9892485720574428","true","19384.55439175768","true","3","18","81.68598937988281","78.86138916015625","84.87504577636719",""
"112","E16","false","113","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.5863135502860555","","","23.004542112136065","0.5417979419806245","23.824884305421232","2.3651174834611215","true","15130.825383443827","true","3","18","83.96388244628906","78.1324691772461","",""
"113","E17","false","113","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4418640676964722","","","21.979160961933573","0.3688839467224803","23.824884305421232","2.3651174834611215","true","15130.825383443827","true","3","16","82.42455291748047","83.7918701171875","",""
"114","E18","false","113","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4535481125393956","","","26.490949842194055","0.7231432596370908","23.824884305421232","2.3651174834611215","true","15130.825383443827","true","3","20","83.97418212890625","","",""
"115","E19","false","113","GAPDH","UNKNOWN","SYBR","None","Amp","2.568562130726856","","","15.280323184321531","0.06454258453945141","16.333110483036968","1.159055497448595","true","19948.682858316937","true","3","10","83.06263732910156","","",""
"116","E20","false","113","GAPDH","UNKNOWN","SYBR","None","Amp","2.572975056496541","","","16.143865380010936","0.10062777177858043","16.333110483036968","1.159055497448595","true","19948.682858316937","true","3","11","83.06263732910156","","",""
"117","E21","false","113","GAPDH","UNKNOWN","SYBR","None","Amp","2.5390832690625356","","","17.575142884778437","0.24966830724790182","16.333110483036968","1.159055497448595","true","19948.682858316937","true","3","11","82.97927856445312","","",""
"118","E22","false","113","NF2","UNKNOWN","SYBR","None","Amp","2.4885912000749175","","","19.599288551206982","0.4494472104642724","21.441051906484773","1.8474629509996168","true","5741.862861131993","true","3","16","81.61148071289062","","",""
"119","E23","false","113","NF2","UNKNOWN","SYBR","None","Amp","2.3138322576918915","","","21.429704984110202","0.6798677441123901","21.441051906484773","1.8474629509996168","true","5741.862861131993","true","3","15","81.61148071289062","","",""
"120","E24","false","113","NF2","UNKNOWN","SYBR","None","Inconclusive","2.0730008760077685","","","23.294162184137136","0.7617172137832431","21.441051906484773","1.8474629509996168","true","5741.862861131993","true","3","16","81.61148071289062","85.71487426757812","",""
"121","F1","false","114","SCN5A","UNKNOWN","SYBR","None","Amp","2.6146861650118853","","","31.55030522829665","0.9775479002477769","31.40793474314822","0.6032454557747707","true","14129.579076723134","true","3","24","83.7060546875","","",""
"122","F2","false","114","SCN5A","UNKNOWN","SYBR","None","Amp","2.6199304668440275","","","30.74623865085845","0.9890577454051227","31.40793474314822","0.6032454557747707","true","14129.579076723134","true","3","24","83.7060546875","","",""
"123","F3","false","114","SCN5A","UNKNOWN","SYBR","None","Amp","2.6088367477072296","","","31.927260350289565","0.9921260694352853","31.40793474314822","0.6032454557747707","true","14129.579076723134","true","3","27","83.7060546875","","",""
"124","F4","false","114","ATP2A2","UNKNOWN","SYBR","None","Amp","2.449069914458636","","","24.131111985500567","0.9889726719387114","22.977810319058886","1.5240460982902015","true","14388.314446304512","true","3","19","81.15314483642578","","",""
"125","F5","false","114","ATP2A2","UNKNOWN","SYBR","None","Amp","2.5819138985014467","","","23.552305853312944","0.7336318977600044","22.977810319058886","1.5240460982902015","true","14388.314446304512","true","3","17","80.97063446044922","","",""
"126","F6","false","114","ATP2A2","UNKNOWN","SYBR","None","Amp","2.591846314985244","","","21.25001311836315","0.6401725927800944","22.977810319058886","1.5240460982902015","true","14388.314446304512","true","3","14","81.15298461914062","","",""
"127","F7","false","114","MYH7","UNKNOWN","SYBR","None","Amp","2.482591366288342","","","29.469971138638627","0.9222043644757183","28.26948819294879","1.1625514981849556","true","11800.235948122277","true","3","21","85.98526000976562","91.72927856445312","",""
"128","F8","false","114","MYH7","UNKNOWN","SYBR","None","Inconclusive","2.409765850137015","","","28.1894933046798","0.6463437650483719","28.26948819294879","1.1625514981849556","true","11800.235948122277","true","3","20","85.98526000976562","","",""
"129","F9","false","114","MYH7","UNKNOWN","SYBR","None","Amp","2.396286668600296","","","27.149000135527942","0.49486482678069105","28.26948819294879","1.1625514981849556","true","11800.235948122277","true","3","18","85.96627807617188","","",""
"130","F10","false","114","MYL2","UNKNOWN","SYBR","None","Amp","2.619185635379386","","","33.95646319129321","0.9852389384074697","33.78096135395058","1.255484822335413","true","14856.637297205674","true","3","27","76.03558349609375","","",""
"131","F11","false","114","MYL2","UNKNOWN","SYBR","None","Amp","2.4663331392298065","","","34.93946140034679","0.9402035227958326","33.78096135395058","1.255484822335413","true","14856.637297205674","true","3","29","81.41091918945312","","",""
"132","F12","false","114","MYL2","UNKNOWN","SYBR","None","Amp","2.6217566317505763","","","32.44695947021175","0.9627353561911247","33.78096135395058","1.255484822335413","true","14856.637297205674","true","3","27","82.50420379638672","78.22216033935547","",""
"133","F13","false","114","TNNI3","UNKNOWN","SYBR","None","Amp","2.543360277310485","","","25.081327342979122","0.983052456167519","25.087179935591223","0.05684094140641552","true","19384.55439175768","true","3","17","80.95706176757812","","",""
"134","F14","false","114","TNNI3","UNKNOWN","SYBR","None","Amp","2.54716652109348","","","25.146720744078387","0.9850134624023368","25.087179935591223","0.05684094140641552","true","19384.55439175768","true","3","20","80.8659439086914","84.87504577636719","",""
"135","F15","false","114","TNNI3","UNKNOWN","SYBR","None","Amp","2.553301503616371","","","25.033491719716167","0.9784285059823671","25.087179935591223","0.05684094140641552","true","19384.55439175768","true","3","18","80.95706176757812","84.87504577636719","",""
"136","F16","false","114","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4154461359921706","","","24.07929446234869","0.6493750056527186","24.744154349105557","0.9436211954383935","true","15130.825383443827","true","3","17","82.14157104492188","","",""
"137","F17","false","114","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.3519971936889017","","","25.824175062034286","0.7006372126029807","24.744154349105557","0.9436211954383935","true","15130.825383443827","true","3","19","82.15109252929688","","",""
"138","F18","false","114","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.6203644206036585","","","24.328993522933693","0.6585542502234395","24.744154349105557","0.9436211954383935","true","15130.825383443827","true","3","19","82.0599365234375","","",""
"139","F19","false","114","GAPDH","UNKNOWN","SYBR","None","Amp","2.541241857903497","","","23.541096266446296","0.9662367482834204","23.93881425632922","0.37303065055385504","true","19948.682858316937","true","3","18","82.88032531738281","","",""
"140","F20","false","114","GAPDH","UNKNOWN","SYBR","None","Amp","2.4493697128229965","","","24.280911397883486","0.978022968279313","23.93881425632922","0.37303065055385504","true","19948.682858316937","true","3","15","82.88032531738281","","",""
"141","F21","false","114","GAPDH","UNKNOWN","SYBR","None","Amp","2.457164139618475","","","23.99443510465788","0.9738816918556671","23.93881425632922","0.37303065055385504","true","19948.682858316937","true","3","14","82.79690551757812","","",""
"142","F22","false","114","NF2","UNKNOWN","SYBR","None","Amp","2.5095594439471705","","","22.333096363801502","0.5929649617310475","22.30337713291139","0.26422652241843775","true","5741.862861131993","true","3","18","81.33792114257812","","",""
"143","F23","false","114","NF2","UNKNOWN","SYBR","None","Amp","2.4382908979447184","","","22.55148753597782","0.608647935184008","22.30337713291139","0.26422652241843775","true","5741.862861131993","true","3","16","81.42910766601562","","",""
"144","F24","false","114","NF2","UNKNOWN","SYBR","None","Amp","2.576600017994684","","","22.025547498954836","0.4937700594249227","22.30337713291139","0.26422652241843775","true","5741.862861131993","true","3","17","81.42910766601562","","",""
"145","G1","false","115","SCN5A","UNKNOWN","SYBR","None","Amp","2.6081795609959655","","","32.57844923100902","0.9826638531875436","33.873265318682","2.529390589092246","true","14129.579076723134","true","3","21","83.79722595214844","","",""
"146","G2","false","115","SCN5A","UNKNOWN","SYBR","None","Amp","2.571986956973813","","","32.253427185652015","0.9725105850979282","33.873265318682","2.529390589092246","true","14129.579076723134","true","3","25","83.79722595214844","","",""
"147","G3","false","115","SCN5A","UNKNOWN","SYBR","None","Inconclusive","2.352891010292165","","","36.78791953938497","0.9572661555800944","33.873265318682","2.529390589092246","true","14129.579076723134","true","3","29","76.95909118652344","84.61780548095703","",""
"148","G4","false","115","ATP2A2","UNKNOWN","SYBR","None","Amp","2.655989215606129","","","22.091947905334386","0.7129385897470272","21.77587096659345","0.4342478265865858","true","14388.314446304512","true","3","15","81.15314483642578","","",""
"149","G5","false","115","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6208654755998593","","","21.280723165563018","0.5611133062151706","21.77587096659345","0.4342478265865858","true","14388.314446304512","true","3","15","81.24415588378906","","",""
"150","G6","false","115","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6789925713612246","","","21.954941828882944","0.7185570520082676","21.77587096659345","0.4342478265865858","true","14388.314446304512","true","3","14","81.15298461914062","","",""
"151","G7","false","115","MYH7","UNKNOWN","SYBR","None","Amp","2.3653538313663245","","","29.776592403118507","0.9308946026577849","26.899575669983818","2.4970691671871803","true","11800.235948122277","true","3","21","85.98526000976562","92.82337951660156","",""
"152","G8","false","115","MYH7","UNKNOWN","SYBR","None","Amp","2.285424644803617","","","25.626703844264945","0.7177032359714847","26.899575669983818","2.4970691671871803","true","11800.235948122277","true","3","17","84.43528747558594","77.96186065673828","81.51768493652344","87.62640380859375"
"153","G9","false","115","MYH7","UNKNOWN","SYBR","None","Amp","2.5162195342917575","","","25.295430762568003","0.7085547182718189","26.899575669983818","2.4970691671871803","true","11800.235948122277","true","3","20","85.87517547607422","","",""
"154","G10","false","115","MYL2","UNKNOWN","SYBR","None","Amp","2.534367410306244","","","34.42791504393462","0.9627127165368091","33.527913218592175","0.7799818560178796","true","14856.637297205674","true","3","27","81.41091918945312","77.58441162109375","",""
"155","G11","false","115","MYL2","UNKNOWN","SYBR","None","Amp","2.5664859848987995","","","33.10739503819846","0.9367892189948576","33.527913218592175","0.7799818560178796","true","14856.637297205674","true","3","25","81.50202941894531","77.94883728027344","",""
"156","G12","false","115","MYL2","UNKNOWN","SYBR","None","Amp","2.4727205588611705","","","33.048429573643446","0.9502980059904256","33.527913218592175","0.7799818560178796","true","14856.637297205674","true","3","25","77.94883728027344","81.59313201904297","",""
"157","G13","false","115","TNNI3","UNKNOWN","SYBR","None","Amp","2.5588656492156527","","","22.94939612367888","0.9735988936387758","23.15125253711155","0.46898866480862794","true","19384.55439175768","true","3","14","81.32152557373047","84.87504577636719","78.67916107177734",""
"158","G14","false","115","TNNI3","UNKNOWN","SYBR","None","Amp","2.5577393112699807","","","22.816990143072395","0.982799989171315","23.15125253711155","0.46898866480862794","true","19384.55439175768","true","3","11","81.23040771484375","84.69281005859375","",""
"159","G15","false","115","TNNI3","UNKNOWN","SYBR","None","Amp","2.557018180354093","","","23.687371344583383","0.9869981701143734","23.15125253711155","0.46898866480862794","true","19384.55439175768","true","3","16","81.13928985595703","84.78392791748047","",""
"160","G16","false","115","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.49481350312949","","","22.373289112034605","0.688979483522003","21.926144941126548","0.9065542851913265","true","15130.825383443827","true","3","17","82.23268127441406","83.69053649902344","",""
"161","G17","false","115","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.469499853678452","","","20.882885573951093","0.4517226692525507","21.926144941126548","0.9065542851913265","true","15130.825383443827","true","3","14","82.15109252929688","","",""
"162","G18","false","115","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4661907796350686","","","22.522260137393943","0.6471942033221508","21.926144941126548","0.9065542851913265","true","15130.825383443827","true","3","16","82.15109252929688","","",""
"163","G19","false","115","GAPDH","UNKNOWN","SYBR","None","Amp","2.531312714564425","","","21.86741162874126","0.9681768423407818","23.60812640467077","2.54607058202878","true","19948.682858316937","true","3","14","82.88032531738281","","",""
"164","G20","false","115","GAPDH","UNKNOWN","SYBR","None","Inconclusive","2.1495931368334356","","","26.530290182214742","0.9559890719763334","23.60812640467077","2.54607058202878","true","19948.682858316937","true","3","17","82.88032531738281","90.26382446289062","",""
"165","G21","false","115","GAPDH","UNKNOWN","SYBR","None","Amp","2.469064955540808","","","22.426677403056303","0.973923970062789","23.60812640467077","2.54607058202878","true","19948.682858316937","true","3","16","82.79690551757812","","",""
"166","G22","false","115","NF2","UNKNOWN","SYBR","None","Amp","2.475592120406926","","","18.925944210464124","0.20860317978132628","18.535994335739368","0.6901603942767723","true","5741.862861131993","true","3","15","81.33792114257812","","",""
"167","G23","false","115","NF2","UNKNOWN","SYBR","None","Amp","2.482674008485723","","","18.942912820196717","0.1949575237591061","18.535994335739368","0.6901603942767723","true","5741.862861131993","true","3","14","81.42910766601562","","",""
"168","G24","false","115","NF2","UNKNOWN","SYBR","None","Amp","2.490728260307831","","","17.73912597655726","0.08966829489310323","18.535994335739368","0.6901603942767723","true","5741.862861131993","true","3","14","81.42910766601562","","",""
"169","H1","false","116","SCN5A","UNKNOWN","SYBR","None","Amp","2.6437203877799944","","","26.512483380797704","0.9922373474563707","26.941254413809997","0.3764198127424582","true","14129.579076723134","true","3","17","83.7060546875","","",""
"170","H2","false","116","SCN5A","UNKNOWN","SYBR","None","Amp","2.6375000509261506","","","27.217352379323295","0.9942989229574699","26.941254413809997","0.3764198127424582","true","14129.579076723134","true","3","22","83.61487579345703","","",""
"171","H3","false","116","SCN5A","UNKNOWN","SYBR","None","Amp","2.6115288205223353","","","27.093927481308988","0.9912555035617056","26.941254413809997","0.3764198127424582","true","14129.579076723134","true","3","19","83.52369689941406","","",""
"172","H4","false","116","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6785657494810313","","","19.308691960101356","0.8313355859595616","19.473849734798947","0.1892265434382851","true","14388.314446304512","true","3","10","81.06196594238281","","",""
"173","H5","false","116","ATP2A2","UNKNOWN","SYBR","None","Amp","2.689542939152909","","","19.432538078383516","0.8669258297100736","19.473849734798947","0.1892265434382851","true","14388.314446304512","true","3","13","81.15298461914062","","",""
"174","H6","false","116","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6974443005664814","","","19.680319165911968","0.916010555918279","19.473849734798947","0.1892265434382851","true","14388.314446304512","true","3","13","81.15298461914062","","",""
"175","H7","false","116","MYH7","UNKNOWN","SYBR","None","Amp","2.5555014097221975","","","25.235712506967676","0.5884883771951341","23.5457233016605","1.4713942660771935","true","11800.235948122277","true","3","18","85.80290985107422","","",""
"176","H8","false","116","MYH7","UNKNOWN","SYBR","None","Amp","2.3245501667939763","","","22.852232661674556","0.7565922078530496","23.5457233016605","1.4713942660771935","true","11800.235948122277","true","3","14","85.89408111572266","","",""
"177","H9","false","116","MYH7","UNKNOWN","SYBR","None","Amp","2.557623703939849","","","22.549224736339262","0.7309749475102378","23.5457233016605","1.4713942660771935","true","11800.235948122277","true","3","17","85.87517547607422","","",""
"178","H10","false","116","MYL2","UNKNOWN","SYBR","None","Amp","2.6670158619127107","","","29.255054584903974","0.9500544356880092","29.071916174295183","0.19231815267484148","true","14856.637297205674","true","3","22","83.87081909179688","","",""
"179","H11","false","116","MYL2","UNKNOWN","SYBR","None","Amp","2.7104102543680555","","","29.08911973105772","0.9924187744403014","29.071916174295183","0.19231815267484148","true","14856.637297205674","true","3","21","83.87081909179688","","",""
"180","H12","false","116","MYL2","UNKNOWN","SYBR","None","Amp","2.7042172821543304","","","28.87157420692386","0.9924138203306578","29.071916174295183","0.19231815267484148","true","14856.637297205674","true","3","22","83.96192169189453","","",""
"181","H13","false","116","TNNI3","UNKNOWN","SYBR","None","Amp","2.6017078808204683","","","25.58030956842542","0.9897887642842033","25.699490016451858","0.13775859365334153","true","19384.55439175768","true","3","16","80.8659439086914","","",""
"182","H14","false","116","TNNI3","UNKNOWN","SYBR","None","Amp","2.6158586693609798","","","25.667841839934468","0.9948736331225453","25.699490016451858","0.13775859365334153","true","19384.55439175768","true","3","18","80.8659439086914","","",""
"183","H15","false","116","TNNI3","UNKNOWN","SYBR","None","Amp","2.6131759797892595","","","25.850318640995688","0.9918482299084116","25.699490016451858","0.13775859365334153","true","19384.55439175768","true","3","20","80.8659439086914","","",""
"184","H16","false","116","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.7940058939442785","","","22.70867052372084","0.7096492408930449","23.261568665673142","0.47915291913742275","true","15130.825383443827","true","3","17","82.14157104492188","","",""
"185","H17","false","116","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.6864463975678996","","","23.520262360361265","0.9157167721337985","23.261568665673142","0.47915291913742275","true","15130.825383443827","true","3","17","82.15109252929688","","",""
"186","H18","false","116","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.684263041015871","","","23.555773112937324","0.9178961305251968","23.261568665673142","0.47915291913742275","true","15130.825383443827","true","3","17","82.0599365234375","","",""
"187","H19","false","116","GAPDH","UNKNOWN","SYBR","None","Amp","2.5092194328031177","","","20.91805450390362","0.6492723282605671","21.122508185600598","0.22034782294803948","true","19948.682858316937","true","3","12","83.42725372314453","","",""
"188","H20","false","116","GAPDH","UNKNOWN","SYBR","None","Amp","2.5060387667668116","","","21.35589211588138","0.7650428469507338","21.122508185600598","0.22034782294803948","true","19948.682858316937","true","3","12","83.42725372314453","","",""
"189","H21","false","116","GAPDH","UNKNOWN","SYBR","None","Amp","2.488170098904327","","","21.093577937016796","0.6996878334341099","21.122508185600598","0.22034782294803948","true","19948.682858316937","true","3","11","83.34402465820312","","",""
"190","H22","false","116","NF2","UNKNOWN","SYBR","None","Amp","2.486175486638345","","","21.727193464165396","0.2250185126745523","23.37988862148609","1.5027353881412742","true","5741.862861131993","true","3","12","81.42910766601562","","",""
"191","H23","false","116","NF2","UNKNOWN","SYBR","None","Amp","2.475563378556705","","","24.6641255803449","0.8378007691335437","23.37988862148609","1.5027353881412742","true","5741.862861131993","true","3","21","81.42910766601562","","",""
"192","H24","false","116","NF2","UNKNOWN","SYBR","None","Amp","2.6039265164904117","","","23.748346819947976","0.6307535816423423","23.37988862148609","1.5027353881412742","true","5741.862861131993","true","3","21","81.42910766601562","","",""
"193","I1","false","119","SCN5A","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","14129.579076723134","true","3","39","93.4617919921875","78.69141387939453","81.97372436523438","75.77381134033203"
"194","I2","false","119","SCN5A","UNKNOWN","SYBR","None","Amp","2.6084538038485827","","","32.03785935200713","0.9876968446386428","31.711898925137294","0.46097765647646466","true","14129.579076723134","true","3","26","83.61487579345703","","",""
"195","I3","false","119","SCN5A","UNKNOWN","SYBR","None","Amp","2.554799963409317","","","31.385938498267457","0.9848797612406225","31.711898925137294","0.46097765647646466","true","14129.579076723134","true","3","26","83.52369689941406","","",""
"196","I4","false","119","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6533309574035373","","","21.621366583981086","0.7799289751496675","21.64274494849232","0.09029018566413508","true","14388.314446304512","true","3","13","80.97079467773438","","",""
"197","I5","false","119","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6025971263714056","","","21.565062518930397","0.7604855606274591","21.64274494849232","0.09029018566413508","true","14388.314446304512","true","3","13","81.15298461914062","","",""
"198","I6","false","119","ATP2A2","UNKNOWN","SYBR","None","Amp","2.664523199264115","","","21.74180574256549","0.8261514293744665","21.64274494849232","0.09029018566413508","true","14388.314446304512","true","3","13","81.06181335449219","","",""
"199","I7","false","119","MYH7","UNKNOWN","SYBR","None","Inconclusive","2.231129491349271","","","29.52558198595544","0.6554783524054202","27.189787762392054","2.0271248380023805","true","11800.235948122277","true","3","22","85.80290985107422","79.32948303222656","",""
"200","I8","false","119","MYH7","UNKNOWN","SYBR","None","Amp","2.306471688839319","","","26.153359725765768","0.9512760707154078","27.189787762392054","2.0271248380023805","true","11800.235948122277","true","3","20","84.16175842285156","87.44405364990234","78.05303955078125",""
"201","I9","false","119","MYH7","UNKNOWN","SYBR","None","Amp","2.533415057741032","","","25.89042157545495","0.5564980833145401","27.189787762392054","2.0271248380023805","true","11800.235948122277","true","3","22","85.87517547607422","","",""
"202","I10","false","119","MYL2","UNKNOWN","SYBR","None","Inconclusive","2.26455662737641","","","30.669632459820114","0.40171688816668416","33.627493625783245","2.6471698523750065","true","14856.637297205674","true","3","21","76.03558349609375","87.60621643066406","61.91395568847656","65.92267608642578"
"203","I11","false","119","MYL2","UNKNOWN","SYBR","None","Amp","2.436676606323679","","","34.43874073623569","0.9628629937234292","33.627493625783245","2.6471698523750065","true","14856.637297205674","true","3","22","81.1375961303711","86.51292419433594","74.94229888916016","71.84465026855469"
"204","I12","false","119","MYL2","UNKNOWN","SYBR","None","Amp","2.3811941990211647","","","35.77410768129394","0.9120081508872839","33.627493625783245","2.6471698523750065","true","14856.637297205674","true","3","29","81.77534484863281","78.03994750976562","86.14849853515625","71.66243743896484"
"205","I13","false","119","TNNI3","UNKNOWN","SYBR","None","Amp","2.554429515298684","","","24.386370303506865","0.9813145016650243","24.444733777342787","0.34526452425647647","true","19384.55439175768","true","3","16","84.78392791748047","81.13928985595703","78.58804321289062",""
"206","I14","false","119","TNNI3","UNKNOWN","SYBR","None","Amp","2.5663744679775773","","","24.132370684990455","0.9789742784830288","24.444733777342787","0.34526452425647647","true","19384.55439175768","true","3","16","80.95706176757812","84.51058197021484","78.67916107177734",""
"207","I15","false","119","TNNI3","UNKNOWN","SYBR","None","Amp","2.562434889201304","","","24.815460343531036","0.9861307367010572","24.444733777342787","0.34526452425647647","true","19384.55439175768","true","3","18","81.23040771484375","84.69281005859375","78.22358703613281",""
"208","I16","false","119","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4829787426547307","","","22.95027081230844","0.625791484141415","22.970619836180763","0.41818389939703704","true","15130.825383443827","true","3","16","82.14157104492188","","",""
"209","I17","false","119","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.447832301117144","","","23.398606760134","0.664450865295244","22.970619836180763","0.41818389939703704","true","15130.825383443827","true","3","15","82.0599365234375","","",""
"210","I18","false","119","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4618356220885356","","","22.562981936099852","0.5750799888545873","22.970619836180763","0.41818389939703704","true","15130.825383443827","true","3","14","82.0599365234375","","",""
"211","I19","false","119","GAPDH","UNKNOWN","SYBR","None","Amp","2.5250869027464735","","","20.767994541513303","0.6775949696991667","21.32672121322877","1.0079484506546128","true","19948.682858316937","true","3","12","82.78916931152344","","",""
"212","I20","false","119","GAPDH","UNKNOWN","SYBR","None","Amp","2.5174161488041173","","","22.49029519079604","0.9703544199473442","21.32672121322877","1.0079484506546128","true","19948.682858316937","true","3","16","82.78916931152344","","",""
"213","I21","false","119","GAPDH","UNKNOWN","SYBR","None","Amp","2.5152107823690315","","","20.72187390737696","0.6384660329152032","21.32672121322877","1.0079484506546128","true","19948.682858316937","true","3","12","82.70571899414062","","",""
"214","I22","false","119","NF2","UNKNOWN","SYBR","None","Amp","2.4718982254326507","","","20.66088976043872","0.35638932460722417","20.854633808295965","0.34285759330620236","true","5741.862861131993","true","3","15","81.24673461914062","","",""
"215","I23","false","119","NF2","UNKNOWN","SYBR","None","Amp","2.4775211572370126","","","20.652509574342197","0.37077072083865037","20.854633808295965","0.34285759330620236","true","5741.862861131993","true","3","15","81.33792114257812","","",""
"216","I24","false","119","NF2","UNKNOWN","SYBR","None","Amp","2.477029022955982","","","21.250502090106977","0.4722103372669879","20.854633808295965","0.34285759330620236","true","5741.862861131993","true","3","16","81.33792114257812","","",""
"217","J1","false","120","SCN5A","UNKNOWN","SYBR","None","Amp","2.6121730185685172","","","33.229908705445524","0.9823562092751936","32.76307336933119","0.7902650081048765","true","14129.579076723134","true","3","28","83.61487579345703","","",""
"218","J2","false","120","SCN5A","UNKNOWN","SYBR","None","Amp","2.6079973479806524","","","33.208675111711855","0.9884494909054877","32.76307336933119","0.7902650081048765","true","14129.579076723134","true","3","28","83.61487579345703","","",""
"219","J3","false","120","SCN5A","UNKNOWN","SYBR","None","Amp","2.44099098793636","","","31.850636290836185","0.9826581837642165","32.76307336933119","0.7902650081048765","true","14129.579076723134","true","3","23","83.52369689941406","","",""
"220","J4","false","120","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6747287069712864","","","21.968755964612086","0.8680196913489031","22.12257724445514","0.3373612259639113","true","14388.314446304512","true","3","16","80.97079467773438","","",""
"221","J5","false","120","ATP2A2","UNKNOWN","SYBR","None","Amp","2.671382261155818","","","21.889541345140422","0.8491433503663237","22.12257724445514","0.3373612259639113","true","14388.314446304512","true","3","16","81.06181335449219","","",""
"222","J6","false","120","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6498915527494025","","","22.509434423612902","0.9511211417097931","22.12257724445514","0.3373612259639113","true","14388.314446304512","true","3","15","80.97063446044922","","",""
"223","J7","false","120","MYH7","UNKNOWN","SYBR","None","Inconclusive","2.172461267926918","","","24.073339542647354","0.25367414768389074","24.22279983526052","1.1741266090472016","true","11800.235948122277","true","3","20","84.16175842285156","87.3528823852539","62.644474029541016",""
"224","J8","false","120","MYH7","UNKNOWN","SYBR","None","Inconclusive","2.342049348563623","","","23.13055975496679","0.31112860467521825","24.22279983526052","1.1741266090472016","true","11800.235948122277","true","3","19","85.80290985107422","","",""
