# File Name: /shared/data/ui/current_run/Untitled_2023-12-01-135038_20231201_135140.eds
# Comment: 
# Operator: Dongjun H.
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778620070344
# Instrument Serial Number: 2778620070344
# Heated Cover Serial Number: 2779320060447
# Block Serial Number: 2778320050408
# Run Start Date/Time: 2023-12-01 01:51:55 PM PST
# Run End Date/Time: 2023-12-01 03:34:27 PM PST
# Run Duration: 102 minutes 32 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: NONE
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-12-01 03:35:35 PM PST
# Exported On: 2023-12-01 03:35:40 PM PST
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"225","J9","false","120","MYH7","UNKNOWN","SYBR","None","Amp","2.4419716224089534","","","25.464500208167422","0.7700789256569595","24.22279983526052","1.1741266090472016","true","11800.235948122277","true","3","19","85.78406524658203","","",""
"226","J10","false","120","MYL2","UNKNOWN","SYBR","None","Inconclusive","2.3962509727923935","","","36.656006347122826","0.947252136488533","35.055696151780985","2.1322071996601664","true","14856.637297205674","true","3","30","78.31327056884766","","",""
"227","J11","false","120","MYL2","UNKNOWN","SYBR","None","Amp","2.546725426199179","","","32.635182142851036","0.9362074287294441","35.055696151780985","2.1322071996601664","true","14856.637297205674","true","3","24","75.9444808959961","","",""
"228","J12","false","120","MYL2","UNKNOWN","SYBR","None","Inconclusive","2.434926502911267","","","35.875899965369086","0.9572662672052432","35.055696151780985","2.1322071996601664","true","14856.637297205674","true","3","28","84.59967041015625","82.86863708496094","68.20036315917969",""
"229","J13","false","120","TNNI3","UNKNOWN","SYBR","None","Amp","2.3675499358723866","","","23.70661643754353","0.923097679216377","24.02289280926402","0.2851088983324869","true","19384.55439175768","true","3","13","80.8659439086914","84.78392791748047","",""
"230","J14","false","120","TNNI3","UNKNOWN","SYBR","None","Amp","2.3773806319398454","","","24.26017659782533","0.935975666579194","24.02289280926402","0.2851088983324869","true","19384.55439175768","true","3","13","81.04817199707031","84.60169982910156","62.55164337158203","67.10743713378906"
"231","J15","false","120","TNNI3","UNKNOWN","SYBR","None","Amp","2.564834022013838","","","24.1018853924232","0.977764977339971","24.02289280926402","0.2851088983324869","true","19384.55439175768","true","3","14","80.95706176757812","84.60169982910156","",""
"232","J16","false","120","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.489915921988156","","","23.57514563647254","0.7357082310208181","22.946346167182828","0.962650282933676","true","15130.825383443827","true","3","17","82.05045318603516","","",""
"233","J17","false","120","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4860011093896413","","","23.42576882312551","0.7067383049281247","22.946346167182828","0.962650282933676","true","15130.825383443827","true","3","16","82.0599365234375","","",""
"234","J18","false","120","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.478108403498583","","","21.83812404195043","0.5081714712008341","22.946346167182828","0.962650282933676","true","15130.825383443827","true","3","12","81.96878051757812","","",""
"235","J19","false","120","GAPDH","UNKNOWN","SYBR","None","Amp","2.534105617724402","","","20.550926236479263","0.5953352510361984","20.66587598706932","0.2932693850789127","true","19948.682858316937","true","3","12","82.78916931152344","","",""
"236","J20","false","120","GAPDH","UNKNOWN","SYBR","None","Amp","2.530423183044474","","","20.447494290294777","0.6115205294035244","20.66587598706932","0.2932693850789127","true","19948.682858316937","true","3","11","82.69801330566406","","",""
"237","J21","false","120","GAPDH","UNKNOWN","SYBR","None","Amp","2.5206040045271445","","","20.99920743443392","0.7284080052169426","20.66587598706932","0.2932693850789127","true","19948.682858316937","true","3","12","82.70571899414062","","",""
"238","J22","false","120","NF2","UNKNOWN","SYBR","None","Amp","2.49821562686977","","","21.505382782551074","0.5337516874199066","20.688910944138698","0.993042838194785","true","5741.862861131993","true","3","16","81.24673461914062","","",""
"239","J23","false","120","NF2","UNKNOWN","SYBR","None","Amp","2.459718674294791","","","19.58342013516863","0.1932227062299761","20.688910944138698","0.993042838194785","true","5741.862861131993","true","3","12","81.15554809570312","","",""
"240","J24","false","120","NF2","UNKNOWN","SYBR","None","Amp","2.5927002415952263","","","20.97792991469639","0.41151035164541755","20.688910944138698","0.993042838194785","true","5741.862861131993","true","3","18","81.24673461914062","","",""
"241","K1","false","124","SCN5A","UNKNOWN","SYBR","None","Amp","2.6459930730188037","","","26.46781375088547","0.9928484006753617","27.81857862222996","1.6945609081013215","true","14129.579076723134","true","3","17","83.61487579345703","","",""
"242","K2","false","124","SCN5A","UNKNOWN","SYBR","None","Amp","2.6306692645455856","","","27.267946226009194","0.9902143045194706","27.81857862222996","1.6945609081013215","true","14129.579076723134","true","3","19","83.52369689941406","","",""
"243","K3","false","124","SCN5A","UNKNOWN","SYBR","None","Amp","2.2914707299768757","","","29.719975889795208","0.9711957694218112","27.81857862222996","1.6945609081013215","true","14129.579076723134","true","3","21","83.52369689941406","","",""
"244","K4","false","124","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6883546305009056","","","19.563004048909598","0.9269858061036137","19.53764013464812","0.1529489035967659","true","14388.314446304512","true","3","13","80.97079467773438","","",""
"245","K5","false","124","ATP2A2","UNKNOWN","SYBR","None","Amp","2.674802594645978","","","19.373594803475093","0.8859169593278772","19.53764013464812","0.1529489035967659","true","14388.314446304512","true","3","12","81.06181335449219","","",""
"246","K6","false","124","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6813895388618465","","","19.676321551559674","0.9504163083661297","19.53764013464812","0.1529489035967659","true","14388.314446304512","true","3","12","81.06181335449219","","",""
"247","K7","false","124","MYH7","UNKNOWN","SYBR","None","Amp","2.549175688117812","","","22.369611214079413","0.7711891775075749","22.26799819885761","0.1132936467606358","true","11800.235948122277","true","3","17","85.80290985107422","","",""
"248","K8","false","124","MYH7","UNKNOWN","SYBR","None","Amp","2.527871667798027","","","22.288546766395143","0.7423217779729865","22.26799819885761","0.1132936467606358","true","11800.235948122277","true","3","15","85.80290985107422","","",""
"249","K9","false","124","MYH7","UNKNOWN","SYBR","None","Amp","2.5441070664130665","","","22.145836616098286","0.7146072053741807","22.26799819885761","0.1132936467606358","true","11800.235948122277","true","3","13","85.78406524658203","","",""
"250","K10","false","124","MYL2","UNKNOWN","SYBR","None","Amp","2.708631685404934","","","27.37106448084868","0.9930874634583455","27.525720187693725","0.14545545987882336","true","14856.637297205674","true","3","20","83.77970886230469","","",""
"251","K11","false","124","MYL2","UNKNOWN","SYBR","None","Amp","2.7252348323308184","","","27.54631621526987","0.9903786495000471","27.525720187693725","0.14545545987882336","true","14856.637297205674","true","3","21","83.77970886230469","","",""
"252","K12","false","124","MYL2","UNKNOWN","SYBR","None","Amp","2.7188870201202944","","","27.659779866962623","0.989269754689559","27.525720187693725","0.14545545987882336","true","14856.637297205674","true","3","20","83.87081909179688","","",""
"253","K13","false","124","TNNI3","UNKNOWN","SYBR","None","Amp","2.57279814058618","","","24.823654989451022","0.9951334405755214","24.61623778626266","0.3880394078093927","true","19384.55439175768","true","3","15","80.8659439086914","","",""
"254","K14","false","124","TNNI3","UNKNOWN","SYBR","None","Amp","2.579390493422157","","","24.856488716996182","0.9890991997344352","24.61623778626266","0.3880394078093927","true","19384.55439175768","true","3","16","80.8659439086914","","",""
"255","K15","false","124","TNNI3","UNKNOWN","SYBR","None","Amp","2.3981567355741515","","","24.16856965234077","0.9619424524552309","24.61623778626266","0.3880394078093927","true","19384.55439175768","true","3","12","80.77482604980469","","",""
"256","K16","false","124","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.4978350067647566","","","22.01913527780188","0.5383058339080703","22.989896272801996","1.0271392171320908","true","15130.825383443827","true","3","14","82.14157104492188","","",""
"257","K17","false","124","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.6056114923391607","","","24.065388869237985","0.9811064285883228","22.989896272801996","1.0271392171320908","true","15130.825383443827","true","3","18","82.15109252929688","","",""
"258","K18","false","124","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.6755553000689765","","","22.885164671366113","0.7907964940152115","22.989896272801996","1.0271392171320908","true","15130.825383443827","true","3","16","82.0599365234375","","",""
"259","K19","false","124","GAPDH","UNKNOWN","SYBR","None","Amp","2.5588083075717143","","","20.866550615138905","0.6382683594825366","21.37361043283299","0.4829396153102677","true","19948.682858316937","true","3","12","82.97148132324219","","",""
"260","K20","false","124","GAPDH","UNKNOWN","SYBR","None","Amp","2.5532297823373873","","","21.426146739801787","0.7573512729843527","21.37361043283299","0.4829396153102677","true","19948.682858316937","true","3","12","82.88032531738281","","",""
"261","K21","false","124","GAPDH","UNKNOWN","SYBR","None","Amp","2.518683379832161","","","21.828133943558278","0.8395439607541739","21.37361043283299","0.4829396153102677","true","19948.682858316937","true","3","12","82.88809204101562","","",""
"262","K22","false","124","NF2","UNKNOWN","SYBR","None","Amp","2.5135962267178242","","","22.589034905977826","0.6663212736843711","21.075470946367705","1.671303718594286","true","5741.862861131993","true","3","18","81.33792114257812","","",""
"263","K23","false","124","NF2","UNKNOWN","SYBR","None","Amp","2.5178184146286005","","","21.355558883627502","0.40541451876516144","21.075470946367705","1.671303718594286","true","5741.862861131993","true","3","16","81.33792114257812","","",""
"264","K24","false","124","NF2","UNKNOWN","SYBR","None","Amp","2.5125925397611777","","","19.28181904949779","0.10824245255814151","21.075470946367705","1.671303718594286","true","5741.862861131993","true","3","12","81.42910766601562","","",""
"265","L1","false","125","SCN5A","UNKNOWN","SYBR","None","Amp","2.6706423267613375","","","27.161662045810438","0.9920248237604332","27.197819769256768","0.4738542154788824","true","14129.579076723134","true","3","23","83.61487579345703","","",""
"266","L2","false","125","SCN5A","UNKNOWN","SYBR","None","Amp","2.658136817962333","","","27.68871707584374","0.9931365523128823","27.197819769256768","0.4738542154788824","true","14129.579076723134","true","3","20","83.61487579345703","","",""
"267","L3","false","125","SCN5A","UNKNOWN","SYBR","None","Amp","2.726542010807167","","","26.743080186116124","0.9969825422788144","27.197819769256768","0.4738542154788824","true","14129.579076723134","true","3","20","83.52369689941406","","",""
"268","L4","false","125","ATP2A2","UNKNOWN","SYBR","None","Amp","2.732122272485062","","","20.471610597629677","0.8660248703249994","20.189170044982063","0.5577622406088897","true","14388.314446304512","true","3","14","81.06196594238281","","",""
"269","L5","false","125","ATP2A2","UNKNOWN","SYBR","None","Amp","2.704882355898199","","","20.549217379535037","0.9047670218231234","20.189170044982063","0.5577622406088897","true","14388.314446304512","true","3","14","81.15298461914062","","",""
"270","L6","false","125","ATP2A2","UNKNOWN","SYBR","None","Amp","2.607992220415748","","","19.546682157781476","0.6481155733456977","20.189170044982063","0.5577622406088897","true","14388.314446304512","true","3","12","81.15298461914062","","",""
"271","L7","false","125","MYH7","UNKNOWN","SYBR","None","Amp","2.5476917785410387","","","22.65787579293839","0.7064407958965359","22.621070222683084","0.12322453154845917","true","11800.235948122277","true","3","14","85.80290985107422","","",""
"272","L8","false","125","MYH7","UNKNOWN","SYBR","None","Amp","2.569445433715499","","","22.48363677900992","0.6930913121649864","22.621070222683084","0.12322453154845917","true","11800.235948122277","true","3","13","85.89408111572266","","",""
"273","L9","false","125","MYH7","UNKNOWN","SYBR","None","Amp","2.5796516929989037","","","22.721698096100944","0.7355695294596832","22.621070222683084","0.12322453154845917","true","11800.235948122277","true","3","18","85.87517547607422","","",""
"274","L10","false","125","MYL2","UNKNOWN","SYBR","None","Amp","2.7313607110746196","","","26.664745545319917","0.9960054355719536","26.635053538246513","0.03139218985776347","true","14856.637297205674","true","3","19","83.87081909179688","","",""
"275","L11","false","125","MYL2","UNKNOWN","SYBR","None","Amp","2.733558143248884","","","26.602200366110687","0.9941415407713989","26.635053538246513","0.03139218985776347","true","14856.637297205674","true","3","20","83.87081909179688","","",""
"276","L12","false","125","MYL2","UNKNOWN","SYBR","None","Amp","2.736686944117571","","","26.638214703308947","0.9927787909455613","26.635053538246513","0.03139218985776347","true","14856.637297205674","true","3","21","83.87081909179688","","",""
"277","L13","false","125","TNNI3","UNKNOWN","SYBR","None","Amp","2.6155853674746057","","","24.05498884057625","0.9923514066147882","24.130739765059957","0.15826883649557885","true","19384.55439175768","true","3","18","80.95706176757812","84.87504577636719","",""
"278","L14","false","125","TNNI3","UNKNOWN","SYBR","None","Amp","2.586460792557493","","","24.02458268693165","0.9889197743634011","24.130739765059957","0.15826883649557885","true","19384.55439175768","true","3","17","80.95706176757812","","",""
"279","L15","false","125","TNNI3","UNKNOWN","SYBR","None","Amp","2.6145073706504136","","","24.312647767671976","0.9873608211092991","24.130739765059957","0.15826883649557885","true","19384.55439175768","true","3","17","80.8659439086914","84.78392791748047","",""
"280","L16","false","125","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.692213993842428","","","22.043925623743796","0.47519070151101783","22.38699058011606","1.1110714009287352","true","15130.825383443827","true","3","12","82.23268127441406","","",""
"281","L17","false","125","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.562066976424793","","","23.629134792192595","0.7600926287848846","22.38699058011606","1.1110714009287352","true","15130.825383443827","true","3","17","82.24224853515625","","",""
"282","L18","false","125","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.703016430698612","","","21.487911324411776","0.3769515340885141","22.38699058011606","1.1110714009287352","true","15130.825383443827","true","3","13","82.15109252929688","","",""
"283","L19","false","125","GAPDH","UNKNOWN","SYBR","None","Amp","2.5621168754727384","","","21.073008342816735","0.7433818575239326","20.993980028145725","0.37759242127585724","true","19948.682858316937","true","3","12","82.88032531738281","","",""
"284","L20","false","125","GAPDH","UNKNOWN","SYBR","None","Amp","2.5713104357048073","","","20.583127843246288","0.6165024496658553","20.993980028145725","0.37759242127585724","true","19948.682858316937","true","3","11","82.88032531738281","","",""
"285","L21","false","125","GAPDH","UNKNOWN","SYBR","None","Amp","2.5502936979295048","","","21.325803898374154","0.8230591384232289","20.993980028145725","0.37759242127585724","true","19948.682858316937","true","3","11","82.88809204101562","","",""
"286","L22","false","125","NF2","UNKNOWN","SYBR","None","Amp","2.5546626675068125","","","21.64958906044373","0.29570312419256295","22.162571001653728","0.9523956892259577","true","5741.862861131993","true","3","17","81.33792114257812","","",""
"287","L23","false","125","NF2","UNKNOWN","SYBR","None","Amp","2.5515735003986126","","","23.261495764820815","0.5894660709934234","22.162571001653728","0.9523956892259577","true","5741.862861131993","true","3","19","81.42910766601562","","",""
"288","L24","false","125","NF2","UNKNOWN","SYBR","None","Amp","2.530191505143263","","","21.576628179696634","0.27176270824532595","22.162571001653728","0.9523956892259577","true","5741.862861131993","true","3","13","81.52029418945312","","",""
"289","M1","false","126","SCN5A","UNKNOWN","SYBR","None","Amp","2.6601773733878065","","","26.985060862640985","0.9950989780002982","26.84560494514513","0.1267703043273108","true","14129.579076723134","true","3","19","83.7060546875","","",""
"290","M2","false","126","SCN5A","UNKNOWN","SYBR","None","Amp","2.642306894932646","","","26.814409380111883","0.9938222161265586","26.84560494514513","0.1267703043273108","true","14129.579076723134","true","3","20","83.61487579345703","","",""
"291","M3","false","126","SCN5A","UNKNOWN","SYBR","None","Amp","2.7297054799807645","","","26.737344592682533","0.9948594792262407","26.84560494514513","0.1267703043273108","true","14129.579076723134","true","3","20","83.61487579345703","","",""
"292","M4","false","126","ATP2A2","UNKNOWN","SYBR","None","Amp","2.6939349550831504","","","19.963037630544278","0.900558353893114","20.04658020759684","0.20605211218608874","true","14388.314446304512","true","3","12","81.15314483642578","","",""
"293","M5","false","126","ATP2A2","UNKNOWN","SYBR","None","Amp","2.694571505928656","","","19.895418991601545","0.8777873552540341","20.04658020759684","0.20605211218608874","true","14388.314446304512","true","3","14","81.15298461914062","","",""
"294","M6","false","126","ATP2A2","UNKNOWN","SYBR","None","Amp","2.675243380068527","","","20.281284000644696","0.968155468116708","20.04658020759684","0.20605211218608874","true","14388.314446304512","true","3","12","81.15298461914062","","",""
"295","M7","false","126","MYH7","UNKNOWN","SYBR","None","Amp","2.570369576106986","","","22.579918008119655","0.7292257981103281","21.83975160702131","0.6667840902786973","true","11800.235948122277","true","3","17","85.89408111572266","","",""
"296","M8","false","126","MYH7","UNKNOWN","SYBR","None","Amp","2.3845330693639615","","","21.28604842645229","0.517530121189324","21.83975160702131","0.6667840902786973","true","11800.235948122277","true","3","16","85.89408111572266","","",""
"297","M9","false","126","MYH7","UNKNOWN","SYBR","None","Amp","2.569619216478539","","","21.653288386491987","0.6034501419832996","21.83975160702131","0.6667840902786973","true","11800.235948122277","true","3","14","85.87517547607422","","",""
"298","M10","false","126","MYL2","UNKNOWN","SYBR","None","Amp","2.6027692045042077","","","26.18847318333927","0.9848978962510418","26.214240787948228","0.05328344933437361","true","14856.637297205674","true","3","16","83.87081909179688","","",""
"299","M11","false","126","MYL2","UNKNOWN","SYBR","None","Amp","2.7206808885160974","","","26.178739170058385","0.9907297240301096","26.214240787948228","0.05328344933437361","true","14856.637297205674","true","3","19","83.87081909179688","","",""
"300","M12","false","126","MYL2","UNKNOWN","SYBR","None","Amp","2.7082111716656017","","","26.275510010447036","0.9907339699182522","26.214240787948228","0.05328344933437361","true","14856.637297205674","true","3","19","83.96192169189453","","",""
"301","M13","false","126","TNNI3","UNKNOWN","SYBR","None","Amp","2.5838022998749435","","","23.808126552023843","0.9904434491423854","23.758253088516227","0.5668545415340492","true","19384.55439175768","true","3","17","80.95706176757812","84.78392791748047","",""
"302","M14","false","126","TNNI3","UNKNOWN","SYBR","None","Amp","2.497441943007211","","","24.298522999934946","0.9775452878018313","23.758253088516227","0.5668545415340492","true","19384.55439175768","true","3","16","80.95706176757812","84.78392791748047","",""
"303","M15","false","126","TNNI3","UNKNOWN","SYBR","None","Amp","2.5726928297606575","","","23.168109713589885","0.9859895565475948","23.758253088516227","0.5668545415340492","true","19384.55439175768","true","3","12","80.95706176757812","","",""
"304","M16","false","126","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.6579772721491874","","","22.204981224872753","0.6301282933636083","21.454527098614587","0.8031290018197953","true","15130.825383443827","true","3","16","82.23268127441406","","",""
"305","M17","false","126","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.661751608441936","","","20.60746304366463","0.3016832043315986","21.454527098614587","0.8031290018197953","true","15130.825383443827","true","3","12","82.24224853515625","","",""
"306","M18","false","126","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.6798755403349164","","","21.551137027306375","0.460303644642116","21.454527098614587","0.8031290018197953","true","15130.825383443827","true","3","13","82.15109252929688","","",""
"307","M19","false","126","GAPDH","UNKNOWN","SYBR","None","Amp","2.567526501766691","","","19.237775375128344","0.43652565875387844","20.046871511597285","0.8247004569985807","true","19948.682858316937","true","3","12","82.97148132324219","","",""
"308","M20","false","126","GAPDH","UNKNOWN","SYBR","None","Amp","2.549629265971393","","","20.016501857455495","0.6072280616129406","20.046871511597285","0.8247004569985807","true","19948.682858316937","true","3","12","82.97148132324219","","",""
"309","M21","false","126","GAPDH","UNKNOWN","SYBR","None","Amp","2.5460876345884285","","","20.886337302208013","0.8024633062183902","20.046871511597285","0.8247004569985807","true","19948.682858316937","true","3","12","82.88809204101562","","",""
"310","M22","false","126","NF2","UNKNOWN","SYBR","None","Amp","2.5189087055544044","","","21.35675815848232","0.26229052536059944","20.970079534458336","0.8352291365803196","true","5741.862861131993","true","3","17","81.42910766601562","","",""
"311","M23","false","126","NF2","UNKNOWN","SYBR","None","Amp","2.5113812543103444","","","20.011581780105793","0.0835284289568392","20.970079534458336","0.8352291365803196","true","5741.862861131993","true","3","13","81.52029418945312","","",""
"312","M24","false","126","NF2","UNKNOWN","SYBR","None","Amp","2.517931345511852","","","21.541898664786892","0.3296859733523342","20.970079534458336","0.8352291365803196","true","5741.862861131993","true","3","17","81.52029418945312","","",""
"313","N1","false","127","SCN5A","UNKNOWN","SYBR","None","Amp","2.688692487873655","","","28.31442435984483","0.9954003199701014","28.221276186891316","0.6900043547171432","true","14129.579076723134","true","3","22","83.79722595214844","","",""
"314","N2","false","127","SCN5A","UNKNOWN","SYBR","None","Amp","2.6618940627533183","","","28.85997472713707","0.9934282194908346","28.221276186891316","0.6900043547171432","true","14129.579076723134","true","3","25","83.7060546875","","",""
"315","N3","false","127","SCN5A","UNKNOWN","SYBR","None","Amp","2.723844761423775","","","27.48942947369205","0.9920017164163136","28.221276186891316","0.6900043547171432","true","14129.579076723134","true","3","21","83.61487579345703","","",""
"316","N4","false","127","ATP2A2","UNKNOWN","SYBR","None","Amp","2.708991223248537","","","21.160197823763156","0.9841654108268305","21.04711824215349","0.2075258907895571","true","14388.314446304512","true","3","16","81.15314483642578","","",""
"317","N5","false","127","ATP2A2","UNKNOWN","SYBR","None","Amp","2.716116043836306","","","20.807611920214512","0.9122081811313679","21.04711824215349","0.2075258907895571","true","14388.314446304512","true","3","16","81.24415588378906","","",""
"318","N6","false","127","ATP2A2","UNKNOWN","SYBR","None","Amp","2.709254532390614","","","21.173544982482802","0.9927061751044918","21.04711824215349","0.2075258907895571","true","14388.314446304512","true","3","17","81.24415588378906","","",""
"319","N7","false","127","MYH7","UNKNOWN","SYBR","None","Amp","2.5492732751035283","","","27.57033195806472","0.7165014475234704","28.073835016348927","0.49317919364832064","true","11800.235948122277","true","3","20","85.98526000976562","","",""
"320","N8","false","127","MYH7","UNKNOWN","SYBR","None","Amp","2.583756255527499","","","28.095175565346487","0.8240978945301515","28.073835016348927","0.49317919364832064","true","11800.235948122277","true","3","22","85.98526000976562","","",""
"321","N9","false","127","MYH7","UNKNOWN","SYBR","None","Amp","2.593650966095627","","","28.555997525635583","0.7344356298137527","28.073835016348927","0.49317919364832064","true","11800.235948122277","true","3","24","86.05738830566406","","",""
"322","N10","false","127","MYL2","UNKNOWN","SYBR","None","Amp","2.7194932634210405","","","30.61825626066456","0.9894941672803593","30.47168346769244","0.2375471393392336","true","14856.637297205674","true","3","22","84.05303192138672","","",""
"323","N11","false","127","MYL2","UNKNOWN","SYBR","None","Amp","2.7385685101139887","","","30.599185406720842","0.9916787810236752","30.47168346769244","0.2375471393392336","true","14856.637297205674","true","3","22","84.05303192138672","","",""
"324","N12","false","127","MYL2","UNKNOWN","SYBR","None","Amp","2.73159794449972","","","30.197608735691908","0.9897636349702531","30.47168346769244","0.2375471393392336","true","14856.637297205674","true","3","20","84.05303192138672","","",""
"325","N13","false","127","TNNI3","UNKNOWN","SYBR","None","Amp","2.599509903345752","","","25.967146014231766","0.9831725672718694","25.988616659082723","0.018883130760308918","true","19384.55439175768","true","3","18","81.13928985595703","85.0572738647461","",""
"326","N14","false","127","TNNI3","UNKNOWN","SYBR","None","Amp","2.604195187789257","","","26.002643058026678","0.9897785316314843","25.988616659082723","0.018883130760308918","true","19384.55439175768","true","3","19","81.04817199707031","85.14839172363281","",""
"327","N15","false","127","TNNI3","UNKNOWN","SYBR","None","Amp","2.6171065989163407","","","25.996060904989726","0.9846230919520019","25.988616659082723","0.018883130760308918","true","19384.55439175768","true","3","18","81.13928985595703","84.96615600585938","",""
"328","N16","false","127","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.5361258968702773","","","25.11226003694742","0.7062522847662174","25.484531839701464","0.47356604056107493","true","15130.825383443827","true","3","18","82.32379913330078","","",""
"329","N17","false","127","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.653692287598118","","","26.017546788339153","0.7497713851945711","25.484531839701464","0.47356604056107493","true","15130.825383443827","true","3","22","82.33340454101562","","",""
"330","N18","false","127","PPARGC1A","UNKNOWN","SYBR","None","Amp","2.5294140923035617","","","25.323788693817818","0.7921689553665202","25.484531839701464","0.47356604056107493","true","15130.825383443827","true","3","17","82.24224853515625","","",""
"331","N19","false","127","GAPDH","UNKNOWN","SYBR","None","Amp","2.5518461639381207","","","21.685526370251146","0.7311084858646625","21.854273136198742","0.33008168245465297","true","19948.682858316937","true","3","11","83.24494171142578","","",""
"332","N20","false","127","GAPDH","UNKNOWN","SYBR","None","Amp","2.546626741938423","","","21.642678085334367","0.709100753932319","21.854273136198742","0.33008168245465297","true","19948.682858316937","true","3","13","83.24494171142578","","",""
"333","N21","false","127","GAPDH","UNKNOWN","SYBR","None","Amp","2.550184532038034","","","22.23461495301072","0.805242689342075","21.854273136198742","0.33008168245465297","true","19948.682858316937","true","3","14","83.25283813476562","","",""
"334","N22","false","127","NF2","UNKNOWN","SYBR","None","Amp","2.5271363655427854","","","23.66471546882714","0.6053702302432181","23.394566748082507","0.3281868021085873","true","5741.862861131993","true","3","17","81.61148071289062","","",""
"335","N23","false","127","NF2","UNKNOWN","SYBR","None","Amp","2.5442685636611544","","","23.02933737779687","0.3889485756756869","23.394566748082507","0.3281868021085873","true","5741.862861131993","true","3","18","81.61148071289062","","",""
"336","N24","false","127","NF2","UNKNOWN","SYBR","None","Amp","2.5365447942873254","","","23.489647397623514","0.5276492185901872","23.394566748082507","0.3281868021085873","true","5741.862861131993","true","3","19","81.61148071289062","","",""
"337","O1","false","128","SCN5A","UNKNOWN","SYBR","None","Amp","2.5938729036743795","","","28.833309867269364","0.9879208835635181","28.760180400318987","0.17180095024834374","true","14129.579076723134","true","3","21","83.52369689941406","","",""
"338","O2","false","128","SCN5A","UNKNOWN","SYBR","None","Amp","2.666041983796404","","","28.883317349063773","0.9893300512909852","28.760180400318987","0.17180095024834374","true","14129.579076723134","true","3","22","83.79722595214844","","",""
"339","O3","false","128","SCN5A","UNKNOWN","SYBR","None","Amp","2.707442483157556","","","28.563913984623824","0.9941465480820528","28.760180400318987","0.17180095024834374","true","14129.579076723134","true","3","20","83.7060546875","","",""
"340","O4","false","128","ATP2A2","UNKNOWN","SYBR","None","Amp","2.722667072298478","","","21.221765216530002","0.994098427116505","21.082173814122672","0.1568237158738437","true","14388.314446304512","true","3","16","81.24432373046875","","",""
"341","O5","false","128","ATP2A2","UNKNOWN","SYBR","None","Amp","2.7134747259846757","","","21.112274850308403","0.9846367942332171","21.082173814122672","0.1568237158738437","true","14388.314446304512","true","3","15","81.24415588378906","","",""
"342","O6","false","128","ATP2A2","UNKNOWN","SYBR","None","Amp","2.735607051206787","","","20.91248137552961","0.9177887124514901","21.082173814122672","0.1568237158738437","true","14388.314446304512","true","3","15","81.24415588378906","","",""
"343","O7","false","128","MYH7","UNKNOWN","SYBR","None","Amp","2.583384521418657","","","26.65151965728238","0.5656433238708319","26.79428386641942","0.3475627874657253","true","11800.235948122277","true","3","17","86.07643127441406","","",""
"344","O8","false","128","MYH7","UNKNOWN","SYBR","None","Amp","2.580867282128922","","","27.19049465918083","0.6264624188877777","26.79428386641942","0.3475627874657253","true","11800.235948122277","true","3","22","86.07643127441406","","",""
"345","O9","false","128","MYH7","UNKNOWN","SYBR","None","Amp","2.571420069654711","","","26.540837282795053","0.6380355394221892","26.79428386641942","0.3475627874657253","true","11800.235948122277","true","3","21","86.05738830566406","","",""
"346","O10","false","128","MYL2","UNKNOWN","SYBR","None","Amp","2.703678347498212","","","30.99715532161259","0.9928637815764335","30.60934234616053","0.5321709356482028","true","14856.637297205674","true","3","23","84.05303192138672","","",""
"347","O11","false","128","MYL2","UNKNOWN","SYBR","None","Amp","2.7126549899474552","","","30.00263236183865","0.9926135577602705","30.60934234616053","0.5321709356482028","true","14856.637297205674","true","3","20","84.05303192138672","","",""
"348","O12","false","128","MYL2","UNKNOWN","SYBR","None","Amp","2.7299431155491183","","","30.828239355030362","0.9919054636562784","30.60934234616053","0.5321709356482028","true","14856.637297205674","true","3","23","84.05303192138672","","",""
