"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","nlogq","attr","conv_GR"
"GO:0060512","BP","GO:0060512","Prostate gland morphogenesis","14/2741","28/20772",3.05430808813518e-06,3.76783194688077e-05,2.51089207283791e-05,"ENSG00000073282/ENSG00000041982/ENSG00000183691/ENSG00000129514/ENSG00000125378/ENSG00000087245/ENSG00000137573/ENSG00000091831/ENSG00000125398/ENSG00000114251/ENSG00000101144/ENSG00000172201/ENSG00000172817/ENSG00000167034",14,4.600171954423,"Up",0.00510762495439621
"GO:0150146","BP","GO:0150146","Cell junction disassembly","14/2741","28/20772",3.05430808813518e-06,3.76783194688077e-05,2.51089207283791e-05,"ENSG00000019549/ENSG00000107984/ENSG00000119699/ENSG00000145675/ENSG00000116106/ENSG00000006210/ENSG00000150093/ENSG00000108861/ENSG00000106799/ENSG00000136040/ENSG00000151422/ENSG00000139174/ENSG00000071054/ENSG00000144711",14,4.600171954423,"Up",0.00510762495439621
"GO:0002066","BP","GO:0002066","Columnar/cuboidal epithelial cell development","20/2741","51/20772",3.0570764540762e-06,3.76783194688077e-05,2.51089207283791e-05,"ENSG00000007372/ENSG00000112175/ENSG00000077092/ENSG00000179348/ENSG00000180251/ENSG00000170558/ENSG00000109705/ENSG00000102554/ENSG00000134352/ENSG00000125378/ENSG00000133794/ENSG00000114251/ENSG00000105810/ENSG00000057657/ENSG00000078237/ENSG00000131759/ENSG00000100644/ENSG00000149577/ENSG00000002330/ENSG00000142208",20,4.600171954423,"Up",0.00729660707770887
"GO:0003253","BP","GO:0003253","Cardiac neural crest cell migration involved in outflow tract morphogenesis","8/2741","10/20772",3.19757054284174e-06,3.9182537498053e-05,2.61113351615862e-05,"ENSG00000075223/ENSG00000078401/ENSG00000164107/ENSG00000164093/ENSG00000125378/ENSG00000122691/ENSG00000101144/ENSG00000070831",8,4.58317092065181,"Up",0.00291864283108355
"GO:0021561","BP","GO:0021561","Facial nerve development","8/2741","10/20772",3.19757054284174e-06,3.9182537498053e-05,2.61113351615862e-05,"ENSG00000173917/ENSG00000122877/ENSG00000130827/ENSG00000118257/ENSG00000197381/ENSG00000099250/ENSG00000126778/ENSG00000221866",8,4.58317092065181,"Up",0.00291864283108355
"GO:0021610","BP","GO:0021610","Facial nerve morphogenesis","8/2741","10/20772",3.19757054284174e-06,3.9182537498053e-05,2.61113351615862e-05,"ENSG00000173917/ENSG00000122877/ENSG00000130827/ENSG00000118257/ENSG00000197381/ENSG00000099250/ENSG00000126778/ENSG00000221866",8,4.58317092065181,"Up",0.00291864283108355
"GO:0045664","BP","GO:0045664","Regulation of neuron differentiation","50/2741","198/20772",3.35781529071078e-06,4.09885038935041e-05,2.73148354158647e-05,"ENSG00000189056/ENSG00000156466/ENSG00000007372/ENSG00000016082/ENSG00000176165/ENSG00000143995/ENSG00000115844/ENSG00000134259/ENSG00000125965/ENSG00000144355/ENSG00000179348/ENSG00000107984/ENSG00000183072/ENSG00000138083/ENSG00000198597/ENSG00000129514/ENSG00000117707/ENSG00000125378/ENSG00000144619/ENSG00000140836/ENSG00000125845/ENSG00000143869/ENSG00000148516/ENSG00000081189/ENSG00000171094/ENSG00000158747/ENSG00000225950/ENSG00000125398/ENSG00000213859/ENSG00000101384/ENSG00000104313/ENSG00000164683/ENSG00000185652/ENSG00000176697/ENSG00000150093/ENSG00000091129/ENSG00000101144/ENSG00000172201/ENSG00000131711/ENSG00000113916/ENSG00000151917/ENSG00000126778/ENSG00000114315/ENSG00000131759/ENSG00000166710/ENSG00000008294/ENSG00000167740/ENSG00000107562/ENSG00000064309/ENSG00000106571",50,4.56360141196057,"Up",0.0182415176942722
"GO:0048659","BP","GO:0048659","Smooth muscle cell proliferation","50/2741","198/20772",3.35781529071078e-06,4.09885038935041e-05,2.73148354158647e-05,"ENSG00000146469/ENSG00000017427/ENSG00000113389/ENSG00000146674/ENSG00000115461/ENSG00000259207/ENSG00000073756/ENSG00000132170/ENSG00000078401/ENSG00000171631/ENSG00000124762/ENSG00000140945/ENSG00000113070/ENSG00000119699/ENSG00000102678/ENSG00000100985/ENSG00000119508/ENSG00000136869/ENSG00000150782/ENSG00000164850/ENSG00000125378/ENSG00000087245/ENSG00000137801/ENSG00000118503/ENSG00000140416/ENSG00000125845/ENSG00000100311/ENSG00000177606/ENSG00000081189/ENSG00000130176/ENSG00000164171/ENSG00000113721/ENSG00000162733/ENSG00000204217/ENSG00000114861/ENSG00000154734/ENSG00000006210/ENSG00000007952/ENSG00000140443/ENSG00000172638/ENSG00000105329/ENSG00000150593/ENSG00000163513/ENSG00000178607/ENSG00000164136/ENSG00000096968/ENSG00000121879/ENSG00000198001/ENSG00000142208/ENSG00000170962",50,4.56360141196057,"Up",0.0182415176942722
"GO:0014855","BP","GO:0014855","Striated muscle cell proliferation","27/2741","82/20772",3.42570904494164e-06,4.17373193773769e-05,2.78138478158289e-05,"ENSG00000121068/ENSG00000092969/ENSG00000176692/ENSG00000141448/ENSG00000159216/ENSG00000054598/ENSG00000164532/ENSG00000105971/ENSG00000102678/ENSG00000183072/ENSG00000183691/ENSG00000138379/ENSG00000081189/ENSG00000170345/ENSG00000003402/ENSG00000185386/ENSG00000149256/ENSG00000178568/ENSG00000106799/ENSG00000169946/ENSG00000163513/ENSG00000126778/ENSG00000096968/ENSG00000114030/ENSG00000144560/ENSG00000164442/ENSG00000108946",27,4.55573892592958,"Up",0.00985041955490697
"GO:0071900","BP","GO:0071900","Regulation of protein serine/threonine kinase activity","87/2741","409/20772",3.45863253244882e-06,4.205802766558e-05,2.80275685735206e-05,"ENSG00000176907/ENSG00000147883/ENSG00000185551/ENSG00000182585/ENSG00000123080/ENSG00000145431/ENSG00000132170/ENSG00000078401/ENSG00000182578/ENSG00000124762/ENSG00000086991/ENSG00000107984/ENSG00000175793/ENSG00000162595/ENSG00000105974/ENSG00000174130/ENSG00000136869/ENSG00000171450/ENSG00000113578/ENSG00000120129/ENSG00000117707/ENSG00000146648/ENSG00000125378/ENSG00000137801/ENSG00000183023/ENSG00000118503/ENSG00000116717/ENSG00000049130/ENSG00000168615/ENSG00000166311/ENSG00000125845/ENSG00000100311/ENSG00000173706/ENSG00000081189/ENSG00000152669/ENSG00000120899/ENSG00000143507/ENSG00000113721/ENSG00000153071/ENSG00000175206/ENSG00000112964/ENSG00000114166/ENSG00000111907/ENSG00000138764/ENSG00000129355/ENSG00000116106/ENSG00000058668/ENSG00000172575/ENSG00000110092/ENSG00000185652/ENSG00000145335/ENSG00000084764/ENSG00000110422/ENSG00000183283/ENSG00000106617/ENSG00000138798/ENSG00000114251/ENSG00000101144/ENSG00000107140/ENSG00000129474/ENSG00000105329/ENSG00000179222/ENSG00000150593/ENSG00000112079/ENSG00000140538/ENSG00000151726/ENSG00000197019/ENSG00000174804/ENSG00000156427/ENSG00000178607/ENSG00000009694/ENSG00000170776/ENSG00000173531/ENSG00000139687/ENSG00000118971/ENSG00000177283/ENSG00000008710/ENSG00000161202/ENSG00000144118/ENSG00000108946/ENSG00000149177/ENSG00000151694/ENSG00000113648/ENSG00000142208/ENSG00000170962/ENSG00000175104/ENSG00000203896",87,4.55241457619278,"Up",0.0317402407880336
"GO:0001701","BP","GO:0001701","In utero embryonic development","91/2741","433/20772",3.52019485753738e-06,4.27251078709109e-05,2.84721123915906e-05,"ENSG00000168542/ENSG00000086696/ENSG00000141448/ENSG00000185551/ENSG00000017427/ENSG00000203805/ENSG00000107485/ENSG00000167244/ENSG00000113196/ENSG00000112175/ENSG00000078401/ENSG00000164107/ENSG00000135111/ENSG00000054598/ENSG00000138795/ENSG00000179348/ENSG00000116016/ENSG00000188064/ENSG00000171223/ENSG00000119699/ENSG00000171476/ENSG00000183691/ENSG00000162909/ENSG00000128342/ENSG00000153233/ENSG00000134853/ENSG00000169908/ENSG00000126016/ENSG00000146648/ENSG00000160801/ENSG00000146374/ENSG00000125845/ENSG00000100311/ENSG00000173706/ENSG00000158955/ENSG00000134762/ENSG00000142871/ENSG00000163132/ENSG00000100345/ENSG00000122691/ENSG00000184916/ENSG00000171345/ENSG00000166949/ENSG00000170421/ENSG00000164683/ENSG00000185022/ENSG00000150093/ENSG00000135766/ENSG00000106799/ENSG00000152601/ENSG00000101144/ENSG00000121039/ENSG00000107957/ENSG00000134250/ENSG00000033170/ENSG00000168283/ENSG00000172379/ENSG00000140564/ENSG00000174405/ENSG00000057657/ENSG00000107282/ENSG00000175592/ENSG00000071246/ENSG00000162461/ENSG00000169946/ENSG00000163513/ENSG00000108175/ENSG00000122126/ENSG00000114315/ENSG00000136603/ENSG00000119048/ENSG00000126524/ENSG00000165240/ENSG00000161714/ENSG00000140931/ENSG00000152684/ENSG00000100644/ENSG00000049449/ENSG00000150961/ENSG00000164442/ENSG00000168014/ENSG00000153094/ENSG00000177963/ENSG00000008710/ENSG00000136826/ENSG00000134313/ENSG00000106397/ENSG00000142208/ENSG00000101294/ENSG00000175104/ENSG00000106571",91,4.54558031065498,"Up",0.0331995622035753
"GO:0007611","BP","GO:0007611","Learning or memory","72/2741","322/20772",3.79908412272557e-06,4.60223650760596e-05,3.06694123495596e-05,"ENSG00000189056/ENSG00000146469/ENSG00000077943/ENSG00000134138/ENSG00000147571/ENSG00000145708/ENSG00000073756/ENSG00000134259/ENSG00000145632/ENSG00000058335/ENSG00000107984/ENSG00000183691/ENSG00000166963/ENSG00000159388/ENSG00000124788/ENSG00000159200/ENSG00000146648/ENSG00000111859/ENSG00000196639/ENSG00000184845/ENSG00000081189/ENSG00000122877/ENSG00000170345/ENSG00000132718/ENSG00000118432/ENSG00000005884/ENSG00000155511/ENSG00000225950/ENSG00000198400/ENSG00000125872/ENSG00000115183/ENSG00000021645/ENSG00000180176/ENSG00000185652/ENSG00000176697/ENSG00000150093/ENSG00000133216/ENSG00000161638/ENSG00000171867/ENSG00000162545/ENSG00000148053/ENSG00000180914/ENSG00000144746/ENSG00000185345/ENSG00000132639/ENSG00000108819/ENSG00000198673/ENSG00000183826/ENSG00000073921/ENSG00000175592/ENSG00000167552/ENSG00000085788/ENSG00000161642/ENSG00000168374/ENSG00000079337/ENSG00000159461/ENSG00000100644/ENSG00000124140/ENSG00000110881/ENSG00000118971/ENSG00000105662/ENSG00000198961/ENSG00000040531/ENSG00000166710/ENSG00000177963/ENSG00000118515/ENSG00000109083/ENSG00000113231/ENSG00000110492/ENSG00000159082/ENSG00000162736/ENSG00000079432",72,4.513294545367,"Up",0.0262677854797519
"GO:0040013","BP","GO:0040013","Negative regulation of locomotion","96/2741","464/20772",3.87478735394024e-06,4.68503700556114e-05,3.12211968157294e-05,"ENSG00000168542/ENSG00000075223/ENSG00000185551/ENSG00000011465/ENSG00000111348/ENSG00000107485/ENSG00000146674/ENSG00000115461/ENSG00000106366/ENSG00000112175/ENSG00000163638/ENSG00000132170/ENSG00000108691/ENSG00000153993/ENSG00000166923/ENSG00000085741/ENSG00000125245/ENSG00000067066/ENSG00000183691/ENSG00000205336/ENSG00000144339/ENSG00000207611/ENSG00000173482/ENSG00000276644/ENSG00000162892/ENSG00000168675/ENSG00000140937/ENSG00000153233/ENSG00000171522/ENSG00000120129/ENSG00000125378/ENSG00000111859/ENSG00000164741/ENSG00000137801/ENSG00000137573/ENSG00000143878/ENSG00000116717/ENSG00000113369/ENSG00000140416/ENSG00000081189/ENSG00000164938/ENSG00000143507/ENSG00000130827/ENSG00000145147/ENSG00000158747/ENSG00000111863/ENSG00000116106/ENSG00000101384/ENSG00000006210/ENSG00000175471/ENSG00000058668/ENSG00000012171/ENSG00000112902/ENSG00000158714/ENSG00000187098/ENSG00000101665/ENSG00000100599/ENSG00000064042/ENSG00000162552/ENSG00000162643/ENSG00000161544/ENSG00000108861/ENSG00000114251/ENSG00000138061/ENSG00000119185/ENSG00000105329/ENSG00000126458/ENSG00000197381/ENSG00000163485/ENSG00000071246/ENSG00000261150/ENSG00000174348/ENSG00000099250/ENSG00000091879/ENSG00000198753/ENSG00000166780/ENSG00000133121/ENSG00000118689/ENSG00000196935/ENSG00000173801/ENSG00000185008/ENSG00000144824/ENSG00000094631/ENSG00000123384/ENSG00000132205/ENSG00000135622/ENSG00000181467/ENSG00000164442/ENSG00000100065/ENSG00000067798/ENSG00000136826/ENSG00000060656/ENSG00000149177/ENSG00000107562/ENSG00000142208/ENSG00000075213",96,4.50555045295506,"Up",0.0350237139730026
"GO:0048661","BP","GO:0048661","Positive regulation of smooth muscle cell proliferation","34/2741","116/20772",3.92082308618509e-06,4.73172058810064e-05,3.15322973079558e-05,"ENSG00000017427/ENSG00000115461/ENSG00000259207/ENSG00000073756/ENSG00000078401/ENSG00000171631/ENSG00000140945/ENSG00000113070/ENSG00000102678/ENSG00000100985/ENSG00000119508/ENSG00000136869/ENSG00000150782/ENSG00000125378/ENSG00000087245/ENSG00000137801/ENSG00000100311/ENSG00000177606/ENSG00000164171/ENSG00000113721/ENSG00000162733/ENSG00000114861/ENSG00000154734/ENSG00000006210/ENSG00000007952/ENSG00000140443/ENSG00000105329/ENSG00000163513/ENSG00000178607/ENSG00000096968/ENSG00000121879/ENSG00000198001/ENSG00000142208/ENSG00000170962",34,4.50124438726595,"Up",0.0124042320321051
"GO:0043200","BP","GO:0043200","Response to amino acid","37/2741","131/20772",3.94631713454102e-06,4.75348445771179e-05,3.16773322470172e-05,"ENSG00000168542/ENSG00000145431/ENSG00000078401/ENSG00000108821/ENSG00000162909/ENSG00000118523/ENSG00000164692/ENSG00000187498/ENSG00000134853/ENSG00000146648/ENSG00000204262/ENSG00000087245/ENSG00000148516/ENSG00000149212/ENSG00000107954/ENSG00000148053/ENSG00000084636/ENSG00000140443/ENSG00000083750/ENSG00000197565/ENSG00000108819/ENSG00000167552/ENSG00000103257/ENSG00000175866/ENSG00000126778/ENSG00000165240/ENSG00000121879/ENSG00000291122/ENSG00000116954/ENSG00000113742/ENSG00000130147/ENSG00000211591/ENSG00000140950/ENSG00000002330/ENSG00000099910/ENSG00000181019/ENSG00000170962",37,4.49925140028912,"Up",0.0134987230937614
"GO:2001233","BP","GO:2001233","Regulation of apoptotic signaling pathway","91/2741","435/20772",4.29034032180917e-06,5.15812236425812e-05,3.43738487749319e-05,"ENSG00000073282/ENSG00000017427/ENSG00000144476/ENSG00000122641/ENSG00000163131/ENSG00000106366/ENSG00000112175/ENSG00000073756/ENSG00000168621/ENSG00000019549/ENSG00000100234/ENSG00000136574/ENSG00000138448/ENSG00000067066/ENSG00000183691/ENSG00000100985/ENSG00000105974/ENSG00000139219/ENSG00000164850/ENSG00000125378/ENSG00000137801/ENSG00000115008/ENSG00000118503/ENSG00000064655/ENSG00000112319/ENSG00000138696/ENSG00000172005/ENSG00000106211/ENSG00000157613/ENSG00000163132/ENSG00000111907/ENSG00000051108/ENSG00000003402/ENSG00000168398/ENSG00000026103/ENSG00000129355/ENSG00000162734/ENSG00000006210/ENSG00000162772/ENSG00000104313/ENSG00000137331/ENSG00000006327/ENSG00000160789/ENSG00000176697/ENSG00000162552/ENSG00000105928/ENSG00000103811/ENSG00000007952/ENSG00000106799/ENSG00000185345/ENSG00000011422/ENSG00000179222/ENSG00000168283/ENSG00000173039/ENSG00000135679/ENSG00000099250/ENSG00000112981/ENSG00000170242/ENSG00000183255/ENSG00000136603/ENSG00000096968/ENSG00000140939/ENSG00000161642/ENSG00000107175/ENSG00000154447/ENSG00000116679/ENSG00000167034/ENSG00000120868/ENSG00000213699/ENSG00000131981/ENSG00000100644/ENSG00000101955/ENSG00000015171/ENSG00000181788/ENSG00000139687/ENSG00000090339/ENSG00000085733/ENSG00000026508/ENSG00000153094/ENSG00000176720/ENSG00000002330/ENSG00000158828/ENSG00000172071/ENSG00000105419/ENSG00000178719/ENSG00000107562/ENSG00000142208/ENSG00000185624/ENSG00000148411/ENSG00000096092/ENSG00000180370",91,4.46377183800726,"Up",0.0331995622035753
"GO:0022602","BP","GO:0022602","Ovulation cycle process","20/2741","52/20772",4.3540706927165e-06,5.20527925966033e-05,3.46881034352096e-05,"ENSG00000092969/ENSG00000122641/ENSG00000119699/ENSG00000134853/ENSG00000138379/ENSG00000087245/ENSG00000184347/ENSG00000170498/ENSG00000138696/ENSG00000054356/ENSG00000145147/ENSG00000180530/ENSG00000091831/ENSG00000154734/ENSG00000175899/ENSG00000145730/ENSG00000174804/ENSG00000185008/ENSG00000044574/ENSG00000166224",20,4.45981944446868,"Up",0.00729660707770887
"GO:0060443","BP","GO:0060443","Mammary gland morphogenesis","20/2741","52/20772",4.3540706927165e-06,5.20527925966033e-05,3.46881034352096e-05,"ENSG00000121068/ENSG00000120149/ENSG00000115461/ENSG00000182578/ENSG00000135111/ENSG00000105974/ENSG00000109321/ENSG00000065320/ENSG00000125378/ENSG00000171243/ENSG00000142627/ENSG00000184371/ENSG00000091831/ENSG00000162552/ENSG00000111424/ENSG00000114251/ENSG00000109320/ENSG00000163513/ENSG00000204580/ENSG00000106571",20,4.45981944446868,"Up",0.00729660707770887
"GO:0071634","BP","GO:0071634","Regulation of transforming growth factor beta production","20/2741","52/20772",4.3540706927165e-06,5.20527925966033e-05,3.46881034352096e-05,"ENSG00000139329/ENSG00000166396/ENSG00000115221/ENSG00000092969/ENSG00000141448/ENSG00000115414/ENSG00000073756/ENSG00000085741/ENSG00000138448/ENSG00000207611/ENSG00000137507/ENSG00000137801/ENSG00000168961/ENSG00000105855/ENSG00000006210/ENSG00000166949/ENSG00000049323/ENSG00000140564/ENSG00000182704/ENSG00000100644",20,4.45981944446868,"Up",0.00729660707770887
"GO:1990138","BP","GO:1990138","Neuron projection extension","48/2741","189/20772",4.41178700634888e-06,5.25805055306473e-05,3.50397725758468e-05,"ENSG00000075223/ENSG00000115414/ENSG00000106689/ENSG00000078401/ENSG00000153993/ENSG00000125848/ENSG00000065320/ENSG00000184347/ENSG00000078018/ENSG00000127129/ENSG00000130827/ENSG00000145147/ENSG00000204217/ENSG00000118257/ENSG00000170017/ENSG00000012171/ENSG00000112902/ENSG00000171587/ENSG00000140557/ENSG00000150093/ENSG00000091129/ENSG00000114251/ENSG00000115232/ENSG00000127870/ENSG00000185345/ENSG00000131711/ENSG00000198910/ENSG00000099250/ENSG00000083290/ENSG00000121966/ENSG00000187164/ENSG00000172037/ENSG00000094631/ENSG00000221866/ENSG00000127603/ENSG00000135622/ENSG00000204580/ENSG00000085733/ENSG00000177169/ENSG00000066084/ENSG00000008294/ENSG00000089057/ENSG00000107562/ENSG00000203879/ENSG00000075213/ENSG00000139174/ENSG00000080371/ENSG00000105429",48,4.45543872126467,"Up",0.0175118569865013
"GO:0034612","BP","GO:0034612","Response to tumor necrosis factor","69/2741","306/20772",4.41471601677594e-06,5.25805055306473e-05,3.50397725758468e-05,"ENSG00000148677/ENSG00000117226/ENSG00000117228/ENSG00000107485/ENSG00000162645/ENSG00000145708/ENSG00000073756/ENSG00000127863/ENSG00000078401/ENSG00000108691/ENSG00000101197/ENSG00000023445/ENSG00000170323/ENSG00000163347/ENSG00000168743/ENSG00000176170/ENSG00000102871/ENSG00000108821/ENSG00000151388/ENSG00000151468/ENSG00000164850/ENSG00000137801/ENSG00000118503/ENSG00000168615/ENSG00000169429/ENSG00000166311/ENSG00000102524/ENSG00000144218/ENSG00000120899/ENSG00000182197/ENSG00000170345/ENSG00000114861/ENSG00000026103/ENSG00000196954/ENSG00000006210/ENSG00000170421/ENSG00000105928/ENSG00000169756/ENSG00000131080/ENSG00000131016/ENSG00000205542/ENSG00000138061/ENSG00000183087/ENSG00000131323/ENSG00000185345/ENSG00000173039/ENSG00000109320/ENSG00000167552/ENSG00000111057/ENSG00000100906/ENSG00000116815/ENSG00000114315/ENSG00000104763/ENSG00000118689/ENSG00000128016/ENSG00000167588/ENSG00000197375/ENSG00000096968/ENSG00000167034/ENSG00000112851/ENSG00000110330/ENSG00000164251/ENSG00000163874/ENSG00000136560/ENSG00000151694/ENSG00000142208/ENSG00000175104/ENSG00000146072/ENSG00000166333",69,4.45543872126467,"Up",0.0251732944180956
"GO:0031016","BP","GO:0031016","Pancreas development","27/2741","83/20772",4.44385750862464e-06,5.28288433674556e-05,3.52052654944851e-05,"ENSG00000141448/ENSG00000007372/ENSG00000134138/ENSG00000016082/ENSG00000135046/ENSG00000167244/ENSG00000116729/ENSG00000112175/ENSG00000170558/ENSG00000109705/ENSG00000117707/ENSG00000185002/ENSG00000125378/ENSG00000105976/ENSG00000125398/ENSG00000143195/ENSG00000133794/ENSG00000114251/ENSG00000048405/ENSG00000105810/ENSG00000113971/ENSG00000114315/ENSG00000149577/ENSG00000002330/ENSG00000148826/ENSG00000172071/ENSG00000142208",27,4.45339237617586,"Up",0.00985041955490697
"GO:0001658","BP","GO:0001658","Branching involved in ureteric bud morphogenesis","23/2741","65/20772",4.54442911655899e-06,5.39238404668788e-05,3.59349741374086e-05,"ENSG00000115596/ENSG00000168621/ENSG00000166923/ENSG00000273706/ENSG00000075891/ENSG00000168743/ENSG00000183691/ENSG00000113578/ENSG00000141449/ENSG00000125378/ENSG00000134245/ENSG00000125845/ENSG00000158955/ENSG00000125398/ENSG00000104313/ENSG00000162552/ENSG00000166341/ENSG00000179222/ENSG00000130702/ENSG00000126778/ENSG00000147257/ENSG00000166333/ENSG00000106571",23,4.44448266337116,"Up",0.00839109813936519
"GO:0007405","BP","GO:0007405","Neuroblast proliferation","25/2741","74/20772",4.63962027120927e-06,5.48944911637512e-05,3.65818180451601e-05,"ENSG00000148704/ENSG00000007372/ENSG00000176165/ENSG00000080166/ENSG00000138795/ENSG00000179348/ENSG00000142700/ENSG00000138083/ENSG00000171540/ENSG00000159388/ENSG00000117707/ENSG00000134532/ENSG00000075945/ENSG00000006210/ENSG00000082014/ENSG00000164161/ENSG00000150093/ENSG00000172201/ENSG00000196576/ENSG00000007866/ENSG00000105245/ENSG00000100644/ENSG00000116641/ENSG00000064309/ENSG00000106571",25,4.43673471473274,"Up",0.00912075884713608
"GO:0044319","BP","GO:0044319","Wound healing, spreading of cells","18/2741","44/20772",4.66069047702281e-06,5.48944911637512e-05,3.65818180451601e-05,"ENSG00000120149/ENSG00000130635/ENSG00000113070/ENSG00000154764/ENSG00000144339/ENSG00000155366/ENSG00000142871/ENSG00000138639/ENSG00000150093/ENSG00000161638/ENSG00000177697/ENSG00000129474/ENSG00000144824/ENSG00000204580/ENSG00000196924/ENSG00000026508/ENSG00000196588/ENSG00000151694",18,4.43673471473274,"Up",0.00656694636993798
"GO:0090505","BP","GO:0090505","Epiboly involved in wound healing","18/2741","44/20772",4.66069047702281e-06,5.48944911637512e-05,3.65818180451601e-05,"ENSG00000120149/ENSG00000130635/ENSG00000113070/ENSG00000154764/ENSG00000144339/ENSG00000155366/ENSG00000142871/ENSG00000138639/ENSG00000150093/ENSG00000161638/ENSG00000177697/ENSG00000129474/ENSG00000144824/ENSG00000204580/ENSG00000196924/ENSG00000026508/ENSG00000196588/ENSG00000151694",18,4.43673471473274,"Up",0.00656694636993798
"GO:1902742","BP","GO:1902742","Apoptotic process involved in development","18/2741","44/20772",4.66069047702281e-06,5.48944911637512e-05,3.65818180451601e-05,"ENSG00000092969/ENSG00000176692/ENSG00000164107/ENSG00000054598/ENSG00000138795/ENSG00000075891/ENSG00000183072/ENSG00000138083/ENSG00000206579/ENSG00000109846/ENSG00000184347/ENSG00000145147/ENSG00000142871/ENSG00000184916/ENSG00000111424/ENSG00000101144/ENSG00000185008/ENSG00000153094",18,4.43673471473274,"Up",0.00656694636993798
"GO:0042594","BP","GO:0042594","Response to starvation","54/2741","222/20772",4.67480128738227e-06,5.49591029579333e-05,3.66248754967957e-05,"ENSG00000163331/ENSG00000161610/ENSG00000124762/ENSG00000176641/ENSG00000163565/ENSG00000134245/ENSG00000158955/ENSG00000170345/ENSG00000204217/ENSG00000134755/ENSG00000149212/ENSG00000026103/ENSG00000164603/ENSG00000074590/ENSG00000162772/ENSG00000004799/ENSG00000039523/ENSG00000162552/ENSG00000163545/ENSG00000164916/ENSG00000162526/ENSG00000140941/ENSG00000183087/ENSG00000140443/ENSG00000083750/ENSG00000112977/ENSG00000005893/ENSG00000070540/ENSG00000103257/ENSG00000155090/ENSG00000258102/ENSG00000188338/ENSG00000083290/ENSG00000139540/ENSG00000118689/ENSG00000128016/ENSG00000100330/ENSG00000038532/ENSG00000116954/ENSG00000101460/ENSG00000113742/ENSG00000044574/ENSG00000196998/ENSG00000097033/ENSG00000139112/ENSG00000177169/ENSG00000198198/ENSG00000165861/ENSG00000163874/ENSG00000034713/ENSG00000217128/ENSG00000144118/ENSG00000106638/ENSG00000172071",54,4.43622384298313,"Up",0.0197008391098139
"GO:0007413","BP","GO:0007413","Axonal fasciculation","12/2741","22/20772",4.86564417770621e-06,5.69924351109264e-05,3.79798928267547e-05,"ENSG00000144619/ENSG00000182580/ENSG00000118432/ENSG00000116106/ENSG00000112902/ENSG00000044524/ENSG00000133216/ENSG00000091129/ENSG00000099250/ENSG00000154654/ENSG00000146072/ENSG00000105429",12,4.42044626510755,"Up",0.00437796424662532
"GO:0106030","BP","GO:0106030","Neuron projection fasciculation","12/2741","22/20772",4.86564417770621e-06,5.69924351109264e-05,3.79798928267547e-05,"ENSG00000144619/ENSG00000182580/ENSG00000118432/ENSG00000116106/ENSG00000112902/ENSG00000044524/ENSG00000133216/ENSG00000091129/ENSG00000099250/ENSG00000154654/ENSG00000146072/ENSG00000105429",12,4.42044626510755,"Up",0.00437796424662532
"GO:0034599","BP","GO:0034599","Cellular response to oxidative stress","73/2741","330/20772",4.90221826867721e-06,5.73154767119471e-05,3.8195168509597e-05,"ENSG00000135046/ENSG00000078401/ENSG00000130600/ENSG00000075891/ENSG00000136574/ENSG00000116016/ENSG00000240583/ENSG00000176170/ENSG00000157240/ENSG00000100985/ENSG00000174130/ENSG00000119508/ENSG00000136869/ENSG00000137449/ENSG00000134853/ENSG00000002745/ENSG00000132510/ENSG00000146648/ENSG00000087245/ENSG00000118503/ENSG00000143878/ENSG00000165887/ENSG00000140416/ENSG00000177606/ENSG00000164938/ENSG00000170345/ENSG00000106211/ENSG00000162733/ENSG00000114861/ENSG00000105976/ENSG00000101986/ENSG00000165474/ENSG00000145335/ENSG00000133794/ENSG00000135362/ENSG00000167601/ENSG00000007952/ENSG00000135218/ENSG00000138061/ENSG00000101144/ENSG00000144746/ENSG00000185345/ENSG00000033170/ENSG00000085491/ENSG00000173039/ENSG00000198053/ENSG00000112981/ENSG00000118689/ENSG00000178607/ENSG00000096968/ENSG00000165240/ENSG00000140939/ENSG00000094631/ENSG00000100644/ENSG00000101460/ENSG00000170775/ENSG00000164294/ENSG00000140950/ENSG00000140092/ENSG00000089159/ENSG00000164830/ENSG00000163874/ENSG00000151422/ENSG00000158828/ENSG00000135241/ENSG00000104221/ENSG00000181019/ENSG00000142208/ENSG00000170962/ENSG00000185624/ENSG00000176171/ENSG00000073417/ENSG00000133612",73,4.41799156960994,"Up",0.0266326158336374
