"","baseMean","log2FoldChange","lfcSE","pvalue","padj","hgnc_symbol"
"ENSG00000166348",549.520644457113,-0.428058893901678,0.262342614697534,0.0902353199061836,0.151107340750234,"USP54"
"ENSG00000170324",8.60845202271823,1.58402797692126,0.626348197972244,0.00277233327621193,0.00700882859702006,"FRMPD2"
"ENSG00000107643",622.920850151777,0.111237645010604,0.123680601647722,0.368802839090796,0.478016611295442,"MAPK8"
"ENSG00000279822",2.19482019137855,-2.63664859084663,1.30778009225576,0.00525937502854981,0.0124871823290824,NA
"ENSG00000128805",140.897145132085,-4.70130781169297,0.416586159369297,6.09493968357214e-30,2.24659304319505e-28,"ARHGAP22"
"ENSG00000165732",2762.01995944424,-1.34866435747291,0.227602590262732,1.1845404683786e-09,7.83281517532262e-09,"DDX21"
"ENSG00000152782",276.819553330244,-1.15016696828345,0.217752486049133,5.58718635793928e-08,3.00706477670173e-07,"PANK1"
"ENSG00000230534",5.03635282240657,0.0558338231201284,0.535839889531289,0.904542670657351,0.934559013492867,NA
"ENSG00000152766",26.4059428148592,3.25910175223141,2.7474992950849,0.00463821635278826,0.0111721894956708,"ANKRD22"
"ENSG00000138134",48.6409237448369,-2.42378378543104,0.330894118285506,6.19561694795575e-14,6.47498193667077e-13,"STAMBPL1"
"ENSG00000180139",2477.00257188907,7.54260349571017,0.449752352576557,2.05222744767722e-64,3.32180417928376e-62,"ACTA2-AS1"
"ENSG00000107796",4862.87191439888,7.27214973498055,0.449595110420071,4.74264732708884e-60,6.2737761088292e-58,"ACTA2"
"ENSG00000286116",29.826577282379,2.14483742268085,0.400871909893369,1.55100773339141e-08,8.97408115723362e-08,NA
"ENSG00000225383",3.34877303454597,1.14484325972619,0.995132365979246,0.0750881813378636,0.129529534107255,"SFTA1P"
"ENSG00000181800",1.36429677957245,-0.109780330968245,0.76771250103284,0.852257554167114,0.896389064922912,"CELF2-AS1"
"ENSG00000166321",44.2919790240187,-1.45875233027259,0.413892475750278,0.000151891146182391,0.000491345986781668,"NUDT13"
"ENSG00000272599",29.0476205718746,-1.82516134669761,0.295118932553635,1.77318100371037e-10,1.29328566909298e-09,NA
"ENSG00000221164",4.38267491044326,-1.85556077678708,0.779965650164336,0.00382381265401024,0.00937251295744045,"SNORA11F"
"ENSG00000122882",533.342723959196,-0.71262278302355,0.146452343992561,8.5741133708809e-07,3.92553398533303e-06,"ECD"
"ENSG00000138286",609.683693934651,-0.328315755901195,0.146319223819973,0.0232962586672666,0.0469564932221338,"FAM149B1"
"ENSG00000213551",673.890614739818,-0.257791798619105,0.172954727930251,0.129343352831016,0.20471835862595,"DNAJC9"
"ENSG00000288559",35.2454964978321,1.34349830941942,0.372633159145724,0.000118496759642691,0.000390247132097628,NA
"ENSG00000236756",188.103227578223,-0.405377117263784,0.210880406287695,0.0490797146192991,0.0898880710505963,"DNAJC9-AS1"
"ENSG00000182180",1053.75371198899,-0.664597437866455,0.12710890649834,1.30405719264935e-07,6.67525642122218e-07,"MRPS16"
"ENSG00000227540",16.3234021811585,-1.03960929171155,0.374883910118098,0.00286854555181401,0.00723032179903985,"DNAJC9-AS1"
"ENSG00000138279",883.466926507677,0.160792339017207,0.124920418062293,0.195019934051672,0.287064366368284,"ANXA7"
"ENSG00000233144",155.128958561787,0.0500902431881745,0.147792385990222,0.732218058352599,0.807276837190368,NA
"ENSG00000108094",534.136594949512,0.107936572850541,0.136881476243185,0.42724680640963,0.536917190289577,"CUL2"
"ENSG00000048740",505.197975365602,1.02187141621406,0.225346642252272,3.15667533671291e-06,1.33284120665487e-05,"CELF2"
"ENSG00000156042",22.8527843838737,0.329176312538908,0.395285976772679,0.369160965989695,0.478297687583718,"CFAP70"
"ENSG00000107669",335.116156086669,0.0622366566134522,0.183311467158466,0.730165146807928,0.805865819321303,"ATE1"
"ENSG00000271933",239.99909482854,0.556166483599956,0.247727371766446,0.0203790024708529,0.0418401327023104,NA
"ENSG00000165678",2376.34776208561,0.65395930539962,0.158208007774643,2.81275013553572e-05,0.000102934473394861,"GHITM"
"ENSG00000148600",136.454006247754,-1.78318635816384,0.652381898786693,0.00118326505480999,0.00322956507418814,"CDHR1"
"ENSG00000204033",1.40975097703516,-2.03179628132401,4.2043237691836,0.0426422521542236,0.0795288836426729,"LRIT2"
"ENSG00000229404",8.59066367943238,-1.29836360976787,0.772923207372427,0.0285197230140994,0.0559488092251906,"LINC00858"
"ENSG00000026025",22994.4866790338,4.67016663255561,0.332319553086363,5.59706721946479e-46,4.67498627369399e-44,"VIM"
"ENSG00000172731",299.55950962088,-1.15555819702352,0.292026785534573,3.49897844351546e-05,0.000125978693337957,"LRRC20"
"ENSG00000279631",1.98884693045326,-0.325696178610863,0.960882842566778,0.175686068773021,0.263563589095398,NA
"ENSG00000148444",45.6900740779297,3.74686144539838,0.459554317778093,3.13143981303352e-17,4.43507182215509e-16,"COMMD3"
"ENSG00000168283",120.057344263959,1.80688673605925,0.249951558881308,1.24026959338832e-13,1.25960349196024e-12,"BMI1"
"ENSG00000043591",9.87953460678711,1.82488058650273,0.839241571282809,0.00523112220110433,0.0124348302983471,"ADRB1"
"ENSG00000165813",321.944144981255,0.96267383821255,0.315488030524023,0.00131103455939793,0.00355225209169371,"CCDC186"
"ENSG00000165816",81.6094322527508,0.191143179134236,0.791376439795485,0.712861476676936,0.791916115388201,"VWA2"
"ENSG00000269952",1.76476549297686,-0.30028940293654,0.802585707121137,0.578973994850983,0.678328566552022,NA
"ENSG00000271335",8.95454301499199,-0.556068256034793,0.598281545220313,0.258344668640272,0.360063218780912,NA
"ENSG00000204176",11.6457381285555,2.91211071403438,0.607594369626848,1.85629849648163e-07,9.30649073072551e-07,"SYT15"
"ENSG00000231187",8.80275621180998,1.16643937403944,0.603656240883888,0.0222983045945963,0.0452002036197247,"LOC102724593"
"ENSG00000229227",6.6327636379922,3.43177712928516,0.907070227085772,1.77891138546998e-05,6.71472055407701e-05,NA
"ENSG00000272430",39.1407582114883,0.310080358780456,0.284559555572688,0.259309015213417,0.361002326590559,NA
"ENSG00000229927",8.82433106985989,0.919050753898764,0.458279066413992,0.02600987888134,0.0516865520548818,NA
"ENSG00000204175",89.0636944107798,-1.39830778543179,0.204004638781278,2.60762774673158e-12,2.33441357196238e-11,"GPRIN2"
"ENSG00000107679",611.179504781356,0.637809795662284,0.1306546644797,8.44778465334667e-07,3.87177748973293e-06,"PLEKHA1"
"ENSG00000107957",1031.63490126575,1.87472396019243,0.372143562111611,1.10066260058439e-07,5.67535959066667e-07,"SH3PXD2A"
"ENSG00000128815",1.29998793907127,3.88280315590391,3.39028647535465,0.0149977416111916,0.0319575753383201,"WDFY4"
"ENSG00000055950",704.761767390212,-0.253893770198521,0.152773284186829,0.0922895285939441,0.154072076563625,"MRPL43"
"ENSG00000288893",3.12255489806709,0.483709817491048,0.915119558766769,0.336529658073775,0.444972494261635,NA
"ENSG00000215244",4.68784853588068,0.160537332404695,0.70387027018826,0.75797443483151,0.826754301511348,"LINC02649"
"ENSG00000280809",2.9563191832537,-4.69688349437215,3.64699308409043,0.00987983955843835,0.0220190386464469,"LINC00836"
"ENSG00000226659",1.87631866390841,2.60438494728107,1.52136629168447,0.00523470996276145,0.0124415180208417,"TSPAN14-AS1"
"ENSG00000226864",6.20761649337339,1.25201748208699,0.691701928838838,0.0252233437285466,0.0503616562646279,"ATE1-AS1"
"ENSG00000224812",1.95814247186763,1.20115239050911,1.74257861640642,0.0388072091190063,0.0734061021732818,"TMEM72-AS1"
"ENSG00000289158",12.8839761266884,-5.75375922958957,1.0251019627947,1.6054034543221e-10,1.17618257013309e-09,NA
"ENSG00000289580",4.27646904997252,-6.37652439016276,2.87973990066723,0.00014604141264863,0.000473893564141864,NA
"ENSG00000225850",52.9052918618644,-3.03217320969602,0.365546051338345,1.11536879744697e-17,1.64032228337856e-16,NA
"ENSG00000203497",50.0232006452765,1.50848559576072,0.316226819259611,5.23516547990179e-07,2.4710815505568e-06,NA
"ENSG00000289092",14.451083627631,0.745973934148537,0.625438474795104,0.142727742194821,0.22225784054957,NA
"ENSG00000288757",1.85225148722224,0.881181512163449,1.03028857314626,0.140401559370302,0.219238099178505,NA
"ENSG00000107929",896.278394427138,0.577802653535146,0.120277825147361,1.28563551509657e-06,5.7487408241964e-06,"LARP4B"
