"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000186567",72.0312157128771,1.85972562011083,0.480553233761077,3.86996796495484,0.000108849655367395,0.000360801579607518,"CEACAM19"
"ENSG00000204866",3.28206711894642,4.32216367010024,1.41394999378118,3.05680093999784,0.00223712787852934,0.00576937679509893,"IGFL2"
"ENSG00000187135",15.0802028365044,-4.33699431170142,0.698268140656625,-6.21107288043112,5.26240580609278e-10,3.63280252468285e-09,"VSTM2B"
"ENSG00000105737",809.529677311181,-0.904750386498077,0.401672657665562,-2.25245699260761,0.02429340760742,0.0487401803256113,"GRIK5"
"ENSG00000077009",557.067746091212,-4.8140069177558,0.475486277832882,-10.1243866378154,4.3067040065157e-24,1.05680514510169e-22,"NMRK2"
"ENSG00000011332",115.224572776897,-1.70327792159627,0.266119835552702,-6.40041700784439,1.54953158536021e-10,1.13780763917969e-09,"DPF1"
"ENSG00000099337",456.563516226854,0.0865937505213911,0.547419013233988,0.158185500371682,0.874310628928168,0.912549462907243,"KCNK6"
"ENSG00000130270",54.2339172004649,-2.71736863510933,0.329575467928731,-8.2450573526818,1.65081020564472e-16,2.19602419393065e-15,"ATP8B3"
"ENSG00000131943",328.958624253846,1.40399715662207,0.170714613929005,8.22423531476898,1.96440087729301e-16,2.59727482812054e-15,"C19orf12"
"ENSG00000269427",42.540636151829,0.368767009062931,0.249432764175179,1.47842249306086,0.139294728555364,0.217875315176327,NA
"ENSG00000214046",255.831316844538,-0.00265928446643663,0.172659036386304,-0.0154019420129671,0.987711514108791,0.992357238710582,"SMIM7"
"ENSG00000269044",37.6684430666857,0.800195060010667,0.468752676681886,1.70707304686755,0.0878084761303858,0.147793637406049,NA
"ENSG00000267904",14.5789097656946,0.711028266088858,0.415022129100238,1.71322976832671,0.0866702771472294,0.146180015691981,NA
"ENSG00000072954",88.9735342405539,-1.22700828952848,0.271201936535595,-4.52433454274924,6.05858275971366e-06,2.45623314745081e-05,"TMEM38A"
"ENSG00000099822",125.970353293162,1.08392968541252,0.304405978684534,3.56080287941988,0.000369722569350718,0.00110772248301675,"HCN2"
"ENSG00000267036",11.3511371849424,0.763337998180928,0.549169480940875,1.38998619674408,0.164533068914338,0.249911509932252,NA
"ENSG00000099821",1409.95577822316,-0.892373926436799,0.13788066821405,-6.47207427985081,9.66665767339937e-11,7.23057115295027e-10,"POLRMT"
"ENSG00000261204",1.69609991938525,0.997175312266153,1.8080800278367,0.551510606230873,0.581283698018713,0.680331140320115,NA
"ENSG00000070388",20.3367912733602,-1.87655685222076,0.521928447747276,-3.59542933580316,0.00032385703014727,0.000981704572017896,"FGF22"
"ENSG00000070423",1119.905805793,-0.268289849850614,0.159172660242054,-1.68552720952597,0.0918868996975895,0.153577001418624,"RNF126"
"ENSG00000267666",1.67976215001645,0.310260938481514,1.36190011938968,0.227814752392087,0.819790257487817,0.872701556786458,NA
"ENSG00000070404",512.086500967526,2.4895243477778,0.231816135791166,10.7392194218116,6.6605131006391e-27,1.97466406601428e-25,"FSTL3"
"ENSG00000279807",18.2727394291353,-0.760006647256696,0.38767751717468,-1.96040939592133,0.0499479585223367,0.0913019224008309,NA
