"","wi_i_psc_1","wi_i_psc_2","wi_i_psc_3","h11_i_psc_1","h11_i_psc_2","h11_i_psc_3","hgnc_symbol"
"ENSG00000231532",5.18916229606352,5.55169810502553,5.43960949891239,5.74592806868094,5.42073917321374,5.18916229606352,"LINC01249"
"ENSG00000224128",5.7233451268249,5.44585014100165,5.18916229606352,5.41763530158468,5.42073917321374,5.43225849630727,NA
"ENSG00000230090",5.40827875476777,5.55169810502553,5.79885359899228,5.58406876767317,5.70479122056612,5.67365025968087,NA
"ENSG00000176887",12.2941234400795,11.9977679079618,11.2727229434676,11.8108016705607,11.8390624781712,11.7559385721939,"SOX11"
"ENSG00000242540",5.90909487486126,6.16586277639016,5.79885359899228,5.83075680654537,5.91459258397891,5.98620036575663,NA
"ENSG00000236106",6.80264985642485,6.70314671020765,6.07911892161402,6.4244898694265,6.66210707714297,6.3499311064509,"LOC112268411"
"ENSG00000232044",5.7656051608526,5.44585014100165,5.18916229606352,5.69793696642301,5.42073917321374,5.43225849630727,NA
"ENSG00000134326",6.41215127349741,6.10064918497846,6.20214247985267,6.08933617329061,5.79798733897092,5.94996342169477,"CMPK2"
"ENSG00000134321",5.4987433775035,5.55169810502553,5.54290621656904,5.64469130782133,5.18916229606352,5.18916229606352,"RSAD2"
"ENSG00000271947",5.4987433775035,5.44585014100165,5.62187073937371,5.41763530158468,5.51631177604261,5.18916229606352,NA
"ENSG00000228203",6.64601229289818,6.64693836761786,6.20214247985267,6.74586557016824,6.54846241190145,6.41647685827868,"GRASLND"
"ENSG00000151692",9.67817343856714,9.50261167914574,8.86358227381268,9.53057501385006,9.30880492960262,9.24941083535866,"RNF144A"
"ENSG00000223884",5.18916229606352,5.55169810502553,5.43960949891239,5.41763530158468,5.42073917321374,5.53254796178784,"LOC101929452"
"ENSG00000272002",5.18916229606352,5.55169810502553,5.54290621656904,5.51193606298776,5.58941112753347,5.67365025968087,NA
"ENSG00000229727",5.40827875476777,5.18916229606352,5.68819431414795,5.41763530158468,5.18916229606352,5.60923011344797,"LOC100506274"
"ENSG00000230515",5.18916229606352,5.44585014100165,5.43960949891239,5.18916229606352,5.70479122056612,5.43225849630727,NA
"ENSG00000226506",5.56795900410903,5.86304761793467,6.55598979838711,6.08933617329061,6.0137512387704,5.78116639722774,"LOC101929551"
"ENSG00000236008",5.56795900410903,5.55169810502553,5.54290621656904,5.74592806868094,5.18916229606352,5.18916229606352,"LINC01814"
"ENSG00000235092",5.94041699882856,5.70053418619523,5.43960949891239,5.58406876767317,5.18916229606352,5.53254796178784,NA
"ENSG00000115738",10.6216326184568,10.2382150790636,7.99506773911183,9.36141424323951,8.85756981042778,8.27405286418612,"ID2"
"ENSG00000260837",5.18916229606352,5.76015704046544,5.68819431414795,5.83075680654537,5.51631177604261,5.53254796178784,NA
"ENSG00000134313",10.509206987026,9.95788101653615,10.305624049009,10.4891491573636,9.87957402218577,10.5465115578292,"KIDINS220"
"ENSG00000143797",8.98858666139618,8.99874356172679,8.9884750938847,9.23495915553805,8.95719044415069,8.92037074714681,"MBOAT2"
"ENSG00000261104",5.56795900410903,5.18916229606352,5.79885359899228,5.18916229606352,5.18916229606352,5.18916229606352,NA
"ENSG00000151693",9.21311892909736,7.87783360958604,8.5751767327069,8.96674199095142,8.21164059930644,8.67681136497512,"ASAP2"
"ENSG00000213772",5.56795900410903,5.90866347186318,5.68819431414795,5.41763530158468,5.42073917321374,5.67365025968087,NA
"ENSG00000119185",8.83898501088932,8.87896996153706,8.91750723162249,8.62606278926073,8.88385875015038,9.08743690775576,"ITGB1BP1"
"ENSG00000119203",11.6880222651263,11.4036467902025,11.4041202918606,11.2953230190415,11.4486180232324,11.3911917846862,"CPSF3"
"ENSG00000134330",8.22256931107659,8.75989239716994,7.62488395331867,7.60354242166281,7.7062569015438,7.40017947707649,"IAH1"
"ENSG00000151694",9.7350569679116,8.78680497528673,9.53609943308822,9.64924654049605,9.07583598433886,9.38595958147085,"ADAM17"
"ENSG00000271855",5.97037795341579,5.95134716918995,5.79885359899228,5.83075680654537,5.87807498735324,5.9117377806544,NA
"ENSG00000134308",13.6692997288578,13.6172709601503,13.5189874502007,13.4753815764557,13.7284705035844,13.6793989309144,"YWHAQ"
"ENSG00000115750",9.23151699452692,8.84281637799359,8.88404389515321,8.88468751379946,8.61026645308534,8.892108190092,"TAF1B"
"ENSG00000269973",6.79038555028029,7.54109486515504,6.85107023509429,7.16449081404161,7.35536755132307,6.90715687174762,NA
"ENSG00000134317",6.91873296837892,6.72127432649213,6.96760795203924,6.74586557016824,6.92298077934996,7.03741143174962,"GRHL1"
"ENSG00000260077",7.15899847420939,7.06224743807591,7.08661514021263,6.64385280232805,6.84672178854201,6.3499311064509,NA
"ENSG00000172059",8.71911930658962,7.70756753960544,8.07541345133186,7.59647435662569,7.18778803099063,7.36243390522664,"KLF11"
"ENSG00000205795",6.17495547384321,6.56723399042324,6.53591059888132,6.21547329745258,6.34045250724674,6.25331914559414,"CYS1"
"ENSG00000272524",5.67726142123402,5.70053418619523,5.74641216277812,5.93923704525927,5.70479122056612,5.87118716049069,NA
"ENSG00000171848",11.5455147532814,11.2787395520464,11.4734380777732,11.1722965296056,11.5644511843888,11.8993146001571,"RRM2"
"ENSG00000163009",6.39450039098456,6.60781571121622,6.47326013983966,6.62848699956736,6.5136539537328,6.11577472647271,NA
"ENSG00000206647",5.4987433775035,5.44585014100165,5.18916229606352,5.58406876767317,5.42073917321374,5.18916229606352,"LOC124906144"
"ENSG00000115756",7.87182598028307,8.15993529167509,8.17951678385943,8.18587769244358,8.61726571795466,8.52918046032164,"HPCAL1"
"ENSG00000115758",12.2385655796527,11.3419014847546,11.045515993468,11.6023783839102,11.7811526711777,12.2929495957862,"ODC1"
"ENSG00000257135",6.24024081347153,6.45841396347606,6.5950504031295,6.47934552270249,6.56544694310629,6.53766694533976,NA
"ENSG00000217258",5.62614418774403,5.44585014100165,5.54290621656904,5.69793696642301,5.70479122056612,5.67365025968087,NA
"ENSG00000115761",10.1793404495421,10.0091019915226,9.90185576778626,9.93295501447868,10.0739073798195,10.3060326423279,"NOL10"
"ENSG00000243819",5.56795900410903,6.16586277639016,5.97248334746111,5.78992687561757,5.94922036576158,5.9117377806544,"RN7SL832P"
"ENSG00000143882",7.14065537274586,7.44438993072333,7.4080340710167,7.42264382145431,7.55738592792138,7.166422711358,"ATP6V1C2"
"ENSG00000272275",5.7233451268249,6.28311777617366,5.68819431414795,6.08933617329061,6.20481380785098,5.82786673222306,NA
"ENSG00000143870",13.1131913690114,12.7944205913411,13.0525601561688,13.2606211543647,13.0194807835426,13.2992209751599,"PDIA6"
"ENSG00000271952",5.4987433775035,5.18916229606352,5.68819431414795,5.58406876767317,5.58941112753347,5.18916229606352,"LINC01954"
"ENSG00000162975",6.51202703899071,7.14076943727678,6.5950504031295,6.77340293821911,6.80666621465799,7.03741143174962,"KCNF1"
"ENSG00000145063",5.62614418774403,5.18916229606352,5.62187073937371,5.51193606298776,5.58941112753347,5.78116639722774,"FLJ33534"
"ENSG00000150873",5.7656051608526,5.81385454988892,5.84690435339636,5.64469130782133,5.94922036576158,6.0207102404333,"C2orf50"
"ENSG00000162976",8.81743533952184,8.94863783295963,8.47944050212535,8.43085494906366,8.52718697336965,7.96192906104039,"SLC66A3"
"ENSG00000134318",9.95354487448964,9.65784174771239,10.1020042957738,9.89867122658703,9.77469642975543,10.2821510046677,"ROCK2"
"ENSG00000169016",9.3220294398342,9.05663839578568,8.77501311568308,8.9042600701117,9.00849214614067,8.94503136134535,"E2F6"
"ENSG00000196208",9.14787444185377,9.00202224292874,9.64560891032979,9.72637501871772,9.40645542123512,9.86625860495291,"GREB1"
"ENSG00000239899",5.18916229606352,5.18916229606352,5.43960949891239,5.64469130782133,5.51631177604261,5.18916229606352,NA
"ENSG00000134324",8.47883390076672,8.47739634290597,9.23632645470171,9.14868218413844,8.80042485777333,9.03101572922096,"LPIN1"
"ENSG00000228496",6.10427003496033,6.62755145560833,6.25762147964832,6.30472116608251,6.85977615360485,6.39479220351742,"LOC100506405"
"ENSG00000224184",5.18916229606352,5.44585014100165,5.74641216277812,5.41763530158468,5.51631177604261,5.60923011344797,"MIR3681HG"
"ENSG00000071575",10.4564713130521,10.6350279166877,10.9706051751358,10.9088257882003,10.709577916016,10.8385271878358,"TRIB2"
"ENSG00000162981",6.42949454983665,7.15339234271536,7.02192289067489,7.12442913182991,7.40674455325709,7.19943063378006,"LRATD1"
"ENSG00000151779",10.2885106252953,9.62853200453689,10.0727390973863,10.1266504295498,9.65819477842256,9.79373420351349,"NBAS"
"ENSG00000079785",12.1452356394015,11.8575827951784,11.9991296156646,11.8696101074573,12.0559995461636,12.4303774985163,"DDX1"
"ENSG00000233718",6.79038555028029,6.77398771356749,6.80424268003468,6.9615813153769,6.93523126367367,6.93434954118756,"MYCNOS"
"ENSG00000134323",11.7707792697915,11.7197353205035,11.2190217906979,11.9199823832652,12.0331567885694,11.9444855907687,"MYCN"
"ENSG00000236989",5.80483067526391,5.86304761793467,5.62187073937371,5.86899050210992,6.12833219779526,5.87118716049069,NA
"ENSG00000197872",6.94065248687434,7.2616927075876,8.08737205579533,7.4145437670395,7.69952769522189,7.51588404105942,"CYRIA"
"ENSG00000214842",5.4987433775035,5.90866347186318,6.00973919511884,5.74592806868094,5.58941112753347,5.53254796178784,"RAD51AP2"
"ENSG00000163032",9.52277053715626,10.3384729476007,11.2759336075432,10.9923921263166,11.5845073252915,11.6438326814949,"VSNL1"
"ENSG00000163029",10.9497676404383,10.8367539896221,11.2513513680205,10.8076182699202,10.807660862501,11.1664954444984,"SMC6"
"ENSG00000178295",8.89661914517982,8.75989239716994,8.97900294453968,8.95070428937247,8.27088489442967,8.60103017827807,"GEN1"
"ENSG00000170745",9.13923491976627,8.97223951929813,9.09457815822246,9.06681406459407,9.20401108264988,9.21440498609001,"KCNS3"
"ENSG00000260331",5.4987433775035,5.18916229606352,5.43960949891239,5.58406876767317,5.70479122056612,5.43225849630727,NA
"ENSG00000240857",8.93462051101886,9.00855711071605,8.86358227381268,8.86198480034619,8.94615109419402,9.36560502899326,"RDH14"
"ENSG00000185013",5.56795900410903,5.18916229606352,5.43960949891239,5.69793696642301,5.42073917321374,5.43225849630727,"NT5C1B"
"ENSG00000236204",6.12850633620552,6.16586277639016,6.30990295570168,5.90504540691154,6.18007337646283,5.9117377806544,"LINC01376"
"ENSG00000143867",5.40827875476777,5.55169810502553,5.68819431414795,5.18916229606352,5.51631177604261,5.18916229606352,"OSR1"
"ENSG00000228784",5.67726142123402,5.63259774045074,5.68819431414795,5.69793696642301,5.51631177604261,5.53254796178784,"LINC00954"
"ENSG00000183891",6.92974254573256,7.2616927075876,7.59109940364348,7.30441728911799,7.22695863419665,7.14393044758189,"TTC32"
"ENSG00000271991",5.4987433775035,5.44585014100165,5.54290621656904,5.18916229606352,5.18916229606352,5.43225849630727,NA
"ENSG00000118965",10.0532068388249,9.32069298564144,9.85447419510575,10.0069092747918,9.74008988396184,10.1298937518898,"WDR35"
"ENSG00000227210",6.10427003496033,5.70053418619523,6.00973919511884,6.08933617329061,5.94922036576158,5.73020902711406,"WDR35-DT"
"ENSG00000132031",8.29899709738531,8.36401085951189,8.51939149453837,8.87338135757063,8.836782197432,8.73110545074594,"MATN3"
"ENSG00000068697",12.5369952769088,12.7453867732554,12.3898108147955,12.4290203965304,12.5951412449126,12.3854472890482,"LAPTM4A"
"ENSG00000223734",5.4987433775035,5.18916229606352,5.62187073937371,5.51193606298776,5.18916229606352,5.43225849630727,"LOC124900607"
"ENSG00000115884",10.4320074502497,10.5727375077129,10.5670965377446,10.8576844404662,11.034597829155,11.0518932579562,"SDC1"
"ENSG00000235411",5.62614418774403,5.18916229606352,5.43960949891239,5.51193606298776,5.75341346213997,5.18916229606352,NA
"ENSG00000055917",11.7773794067228,11.2954562340339,11.5005878438161,11.38066435906,11.4650594407891,11.7132966825398,"PUM2"
"ENSG00000143878",8.7015608676798,8.64262904429958,8.97265308441817,10.1396212730165,9.61020903290914,9.75257738912922,"RHOB"
"ENSG00000279307",5.80483067526391,5.90866347186318,5.84690435339636,5.86899050210992,5.8393476545277,5.82786673222306,"NDUFAF2P1"
"ENSG00000118960",9.39271644043234,9.35692650674294,8.89416561048149,9.29747332783093,9.41246832314856,9.18370338463854,"HS1BP3"
"ENSG00000233416",5.18916229606352,5.55169810502553,5.18916229606352,5.18916229606352,5.58941112753347,5.43225849630727,"RPS25P3"
"ENSG00000143869",5.67726142123402,5.86304761793467,5.54290621656904,5.41763530158468,5.65084094740345,5.67365025968087,"GDF7"
"ENSG00000118961",9.5441618571358,8.98555303742098,9.10911266806067,9.19473851608394,9.06567971433445,9.28839720925978,"LDAH"
"ENSG00000084674",6.17495547384321,5.95134716918995,6.20214247985267,6.16725436451876,5.98220719660564,6.17345794708903,"APOB"
"ENSG00000119771",7.36076631019847,7.10212367311046,7.75973193667772,7.82422028070859,7.88822359833402,7.92459281780811,"KLHL29"
"ENSG00000283031",5.18916229606352,5.18916229606352,5.54290621656904,5.64469130782133,5.18916229606352,5.18916229606352,NA
"ENSG00000119778",9.00295741836605,8.22376938646339,8.91419601268582,8.60907722963062,8.33200720888674,8.7452402754978,"ATAD2B"
"ENSG00000173960",9.74218957383431,9.5277874373726,9.62355693065373,9.33905056486793,9.49221476914727,9.55122524073762,"UBXN2A"
"ENSG00000205639",6.15205141936363,6.52505282407577,6.14289656252462,6.16725436451876,6.53120185354127,6.3499311064509,"MFSD2B"
"ENSG00000163026",9.65416921334159,9.32331168714307,9.75659659857172,9.51434719715815,9.62235657051858,9.8630401847888,"WDCP"
"ENSG00000119782",9.26563695411049,10.0538494674718,9.18788466359644,9.21275397780231,9.43035726787702,9.03389032314592,"FKBP1B"
"ENSG00000115128",10.6976177940754,11.083884781333,10.6276823056532,10.4047624511378,10.9477856604598,10.5948000844398,"SF3B6"
"ENSG00000219626",6.7139250072822,6.6847228827368,6.47326013983966,6.73184459080798,6.36126095339779,6.14511337247922,"FAM228B"
"ENSG00000115129",9.34847919697232,9.28888957182878,9.52315906181035,9.1369327058875,9.19705444653521,9.56516687085679,"TP53I3"
"ENSG00000176732",5.4987433775035,5.81385454988892,5.74641216277812,5.51193606298776,5.42073917321374,5.43225849630727,"PFN4"
"ENSG00000198399",8.90430085252271,8.56464999563434,8.9884750938847,8.64618054531505,8.35320805034747,8.70963613661113,"ITSN2"
"ENSG00000084676",9.63283142183414,9.13334553204392,9.32109295388224,9.07915143100721,8.86051486533203,9.35187301583429,"NCOA1"
"ENSG00000184924",9.09746918867568,9.2174603512906,8.7529105406205,8.60222561740987,8.72155910484745,8.65824210992341,"PTRHD1"
"ENSG00000138092",9.86878666399365,9.48167975603958,9.34582027780006,9.59371213288272,9.62753137589369,9.96411991872655,"CENPO"
"ENSG00000138031",9.83049259686807,9.05348282524115,9.71550030372237,10.0081959489304,9.35742253094137,9.88700460943354,"ADCY3"
"ENSG00000271936",6.58851005751411,7.06224743807591,6.57569760249925,6.59709302349794,6.93523126367367,6.76097149491334,NA
"ENSG00000115137",7.15899847420939,7.08897263232513,7.20676844598856,7.30441728911799,6.94735867776865,7.01244779688083,"DNAJC27"
"ENSG00000224165",5.56795900410903,5.70053418619523,5.54290621656904,5.64469130782133,5.51631177604261,5.87118716049069,"DNAJC27-AS1"
"ENSG00000084710",9.26959815562873,8.70448940901011,8.78230498667263,8.96939750878159,8.28862153769377,8.6203583833707,"EFR3B"
"ENSG00000115138",7.16807127037014,7.58693873038746,6.78820691851323,6.86494563153983,7.00624433457983,7.08587763419828,"POMC"
"ENSG00000119772",11.7759924117973,11.4927344393449,11.3905588355765,11.7644010422353,11.5459317757966,11.9299692059709,"DNMT3A"
"ENSG00000235072",5.80483067526391,6.02968496940848,5.79885359899228,5.78992687561757,5.75341346213997,5.60923011344797,NA
"ENSG00000138101",9.96821190638124,10.0300507509574,9.30856746661493,9.90697415786295,9.93345920400983,9.61770859444431,"DTNB"
"ENSG00000143970",10.2480348297045,9.62641539135666,10.2828096818365,10.1396212730165,9.94593120552306,10.3364983095239,"ASXL2"
"ENSG00000084731",11.0655760500842,10.7027821895041,10.7370569348158,10.8288727869017,10.7416964560895,10.9942941954737,"KIF3C"
"ENSG00000268412",5.40827875476777,5.63259774045074,5.43960949891239,5.64469130782133,5.58941112753347,5.53254796178784,NA
"ENSG00000084733",11.8999129438868,11.7002851483993,11.8290381760545,11.679425016039,11.7518931818827,11.8153424846314,"RAB10"
"ENSG00000157833",9.84248644633356,9.594286142078,9.60116115067301,9.5395118336807,9.63611484240686,9.63857540508778,"GAREM2"
"ENSG00000084754",12.3330761320591,12.1348451909179,11.7458177156497,11.8864806034152,11.8651657235741,12.006240255356,"HADHA"
"ENSG00000138029",10.4651087036842,10.3879735544158,10.1877565434359,10.0918835943533,10.3685504693941,10.2004079445885,"HADHB"
"ENSG00000173567",7.47976485579579,6.72127432649213,6.65112574293862,6.77340293821911,6.47764679192099,6.39479220351742,"ADGRF3"
"ENSG00000138018",10.7697968605487,10.3397636759385,11.2369256353118,11.1584704178495,10.9192854926767,11.3895173596747,"SELENOI"
"ENSG00000157856",6.02679757086316,5.44585014100165,5.43960949891239,5.58406876767317,5.70479122056612,5.53254796178784,"DRC1"
"ENSG00000115155",6.05348650248761,6.10064918497846,5.89146862808021,5.86899050210992,6.1012012551695,5.82786673222306,"OTOF"
"ENSG00000171303",5.40827875476777,5.76015704046544,5.79885359899228,5.69793696642301,5.98220719660564,5.94996342169477,"KCNK3"
"ENSG00000213699",8.76490836764005,9.03759960036083,8.57096273604428,9.01380165428513,9.26957154376584,9.13102360445151,"SLC35F6"
"ENSG00000115163",8.84698281888788,9.3466671811632,9.14057799755735,9.09624681190368,9.5221716425507,9.28116761674547,"CENPA"
"ENSG00000157851",10.4702663919706,9.47933503033819,8.79677758639222,10.3151233175625,9.71762569056395,9.83210053639571,"DPYSL5"
"ENSG00000084764",7.86649317379241,7.99631159024242,7.79697487210774,7.59647435662569,7.82817143994493,7.77831052184754,"MAPRE3"
"ENSG00000119777",10.2379876788808,10.3397636759385,10.3969759329673,10.553095164742,10.5418502739384,10.5495149592891,"TMEM214"
"ENSG00000084693",10.885606625672,10.9028384146894,10.5201956500906,10.86479826964,10.7970016711216,10.5191954696178,"AGBL5"
"ENSG00000229122",5.40827875476777,5.18916229606352,5.84690435339636,5.58406876767317,5.58941112753347,5.18916229606352,NA
"ENSG00000272148",5.18916229606352,5.18916229606352,5.54290621656904,5.41763530158468,5.58941112753347,5.18916229606352,NA
"ENSG00000228474",10.4779684700748,11.3360961863295,10.369572166731,10.391026391213,10.8966432575064,10.4724853801158,"OST4"
"ENSG00000138080",7.60200419939861,7.6225185647315,6.98141446563348,7.43069439410193,7.48815483839675,7.31366517991348,"EMILIN1"
"ENSG00000138030",8.55920415187337,8.72054039481864,8.50177473196633,8.72076080694784,8.88963547359207,9.03962221885567,"KHK"
"ENSG00000138028",7.28049703670155,7.79535039521714,7.03513442791541,7.49339285568669,7.25556969506082,7.27328751743901,"CGREF1"
"ENSG00000143994",6.19726283012367,5.95134716918995,6.23031358061182,5.93923704525927,5.65084094740345,5.78116639722774,"ABHD1"
"ENSG00000138073",10.2001915325735,10.4550120226658,10.4536755201671,10.5836033823647,10.6156406789431,10.729773763636,"PREB"
"ENSG00000138074",11.3012750039736,11.2426460332213,11.3294488198162,11.4654533956641,11.3946083642754,11.7411350011506,"SLC5A6"
"ENSG00000138085",11.0117839765648,11.60534349486,10.643682618081,11.0251430828155,11.2430174670273,10.7253544482237,"ATRAID"
"ENSG00000084774",12.4615717884847,11.7350107645809,12.2805854876536,12.3152619836523,11.6498388065918,12.2153740618404,"CAD"
"ENSG00000115194",8.75075703291676,8.61281141756159,8.30216509123568,8.28389522710371,8.09013192302046,7.91191946425547,"SLC30A3"
"ENSG00000163793",5.80483067526391,5.70053418619523,5.79885359899228,5.18916229606352,5.51631177604261,5.18916229606352,"DNAJC5G"
"ENSG00000138100",8.42974993911023,7.78759959735631,7.38825473140081,7.10391011683174,7.02902777699404,7.33339227802488,"TRIM54"
"ENSG00000163794",5.7233451268249,5.86304761793467,5.79885359899228,5.90504540691154,5.65084094740345,5.67365025968087,"UCN"
"ENSG00000115204",9.75916480390189,10.1555943134088,9.38212955399353,9.69952958769518,9.89680945407668,9.46673100870108,"MPV17"
"ENSG00000115207",11.6623526454555,11.3636241022696,11.2682159706059,11.4198238096979,11.609517841373,11.6235589652166,"GTF3C2"
"ENSG00000234945",5.62614418774403,5.76015704046544,5.93317541133141,5.97181085164205,5.65084094740345,5.87118716049069,"GTF3C2-AS1"
"ENSG00000234072",7.82306803750987,8.17176038351248,9.01960270965346,8.78861315920317,8.60675382040441,8.65074585243016,NA
"ENSG00000115211",10.2319255685066,10.1860590563989,10.1504291478042,10.1652175585086,10.3859346231388,10.5782296001167,"EIF2B4"
"ENSG00000115234",11.3213839577512,11.3806443144422,10.6555673457137,11.2312739967243,11.5146825088196,11.2907108912015,"SNX17"
"ENSG00000163795",9.26166476926842,9.20614803299238,8.9437238776874,9.10833386268375,9.18538439823964,9.07074316727515,"ZNF513"
"ENSG00000115241",12.6559948432402,12.7652007414181,12.5595786057877,12.7855481565016,13.0792768994067,13.2409959600993,"PPM1G"
"ENSG00000213453",5.18916229606352,5.86304761793467,5.54290621656904,5.83075680654537,5.70479122056612,5.43225849630727,NA
"ENSG00000115216",11.8983202869628,11.8234144615108,11.4717591260022,11.5388788958994,11.7001353088663,11.7893363640054,"NRBP1"
"ENSG00000157992",9.15002619558386,9.9099954941521,8.92739501749746,9.39923943316583,9.65312944295857,9.38595958147085,"KRTCAP3"
"ENSG00000138002",8.73358742837658,8.15993529167509,8.37674190360403,8.73020625998873,8.05932306381209,8.67311689342733,"IFT172"
"ENSG00000115226",9.0077157139261,9.68453276701891,8.76400475552812,9.02405206176691,9.26292691457796,8.72398498555498,"FNDC4"
"ENSG00000084734",5.80483067526391,5.81385454988892,5.97248334746111,5.69793696642301,5.58941112753347,5.43225849630727,"GCKR"
"ENSG00000221843",6.32051931417504,5.95134716918995,6.11163218058287,6.14208700546006,5.79798733897092,5.9117377806544,"C2orf16"
"ENSG00000243943",9.61117191918041,9.95282599701914,9.84411469336059,9.91522944116469,9.71762569056395,9.68854467647869,"ZNF512"
"ENSG00000176714",6.82679800821765,6.90388662454013,6.72173626675348,6.64385280232805,6.94735867776865,6.79170622059616,"CCDC121"
"ENSG00000198522",10.4736946218854,10.2298846316295,9.98904940969938,9.92343762178677,9.90393037695025,9.84846749932511,"GPN1"
"ENSG00000119760",9.51445748476521,9.41943602688719,9.49471490107954,9.29536246461986,9.32164761138544,9.5310708338779,"SUPT7L"
"ENSG00000163798",9.74218957383431,9.60292445517102,9.49692303655061,9.30378732565647,9.48652758070302,9.4730850233866,"SLC4A1AP"
"ENSG00000205334",6.02679757086316,6.10064918497846,6.20214247985267,6.00296225041543,6.1012012551695,5.78116639722774,"LINC01460"
"ENSG00000243147",9.12179775974939,9.85505105681431,9.51446688953746,8.94261734399982,9.41046682179825,9.01072996834753,"MRPL33"
"ENSG00000171174",7.13138291135718,7.1658905189939,6.25762147964832,6.61290296389461,6.75101964416698,6.27842963551515,"RBKS"
"ENSG00000158019",9.69591707061649,9.74624882778808,8.95343224639887,9.26332057586428,9.30017875865212,9.15760590118972,"BABAM2"
"ENSG00000223522",5.56795900410903,5.55169810502553,5.18916229606352,5.51193606298776,5.58941112753347,5.53254796178784,"LOC100505716"
"ENSG00000075426",7.91376006682464,7.55962117050672,7.91652303681215,8.15319338136426,7.93444619578168,8.27405286418612,"FOSL2"
"ENSG00000163803",5.40827875476777,5.70053418619523,5.74641216277812,5.58406876767317,5.58941112753347,5.87118716049069,"PLB1"
"ENSG00000226833",6.07928531497908,6.02968496940848,5.54290621656904,5.69793696642301,5.8393476545277,5.67365025968087,"LOC100505774"
"ENSG00000213639",12.1306596619145,11.9257319919074,11.672194321351,11.6615670841639,11.8875800341068,11.8571321021244,"PPP1CB"
"ENSG00000163806",5.7233451268249,5.99156910986088,6.17303261953069,5.83075680654537,5.58941112753347,5.78116639722774,"SPDYA"
"ENSG00000171103",9.01718501168518,8.64262904429958,9.06207244289071,8.97469377047911,9.14497902558916,9.15496978538383,"TRMT61B"
"ENSG00000163811",11.7630990833437,11.0930937186608,11.4152278403334,11.2229948942343,11.3306015573181,11.5718378070583,"WDR43"
"ENSG00000265706",5.18916229606352,5.18916229606352,5.74641216277812,5.51193606298776,5.58941112753347,5.43225849630727,"SNORD53B"
"ENSG00000189350",6.65992956332462,6.38710547622013,6.57569760249925,6.26119116449324,6.4015866449401,6.49883083776753,"TOGARAM2"
"ENSG00000115295",6.15205141936363,6.06597151189217,5.89146862808021,6.03284988940785,5.87807498735324,5.98620036575663,"CLIP4"
"ENSG00000171094",5.18916229606352,5.18916229606352,5.62187073937371,5.41763530158468,5.18916229606352,5.67365025968087,"ALK"
"ENSG00000119801",9.53103572909631,9.67022231494153,9.15465479427245,9.10109389870329,9.28932250916544,9.27874962352634,"YPEL5"
"ENSG00000213626",10.2679212591709,9.9324264189596,9.42683973707352,9.5395118336807,9.64294488158525,9.73859238295088,"LBH"
"ENSG00000235997",5.67726142123402,5.76015704046544,5.79885359899228,5.83075680654537,5.8393476545277,5.67365025968087,NA
"ENSG00000172954",8.97892517305864,8.68006770576054,8.61254913857988,8.89030714274933,8.75363203079195,8.54950715443422,"LCLAT1"
"ENSG00000162949",6.99377705993361,6.88840876962911,6.68698684671745,7.06183419792711,6.94735867776865,6.92083004924481,"CAPN13"
"ENSG00000230118",5.40827875476777,5.55169810502553,5.18916229606352,5.58406876767317,5.65084094740345,5.53254796178784,NA
"ENSG00000158089",8.29114533821342,8.25184960190494,8.02028865153388,8.49155467880931,8.61377040442431,8.6049169574705,"GALNT14"
"ENSG00000214711",5.40827875476777,5.44585014100165,5.54290621656904,5.69793696642301,5.42073917321374,5.43225849630727,"CAPN14"
"ENSG00000013016",8.92961177626772,8.78299134658457,8.94047302135103,9.01893605220277,9.09343766881338,9.32868993933304,"EHD3"
"ENSG00000158125",6.30109283880323,5.90866347186318,6.51544230341911,6.26119116449324,5.98220719660564,6.37261989987298,"XDH"
"ENSG00000277893",5.18916229606352,5.63259774045074,5.84690435339636,5.18916229606352,5.51631177604261,5.60923011344797,"SRD5A2"
"ENSG00000162959",8.26732307040047,7.89231228155685,7.8755073007694,7.96640542878018,8.07993793899361,8.28869797258635,"MEMO1"
"ENSG00000162961",10.8055950289785,11.0691826008417,10.5848162214182,10.1384469226217,10.4011012792133,10.201681739526,"DPY30"
"ENSG00000271228",5.18916229606352,5.44585014100165,5.74641216277812,5.41763530158468,5.18916229606352,5.18916229606352,NA
"ENSG00000021574",10.1182026041594,9.60076974254234,9.75290874528683,9.54839337126719,9.41646296717706,9.80384192150095,"SPAST"
"ENSG00000272716",5.7656051608526,5.55169810502553,5.97248334746111,5.58406876767317,5.65084094740345,5.94996342169477,NA
"ENSG00000152683",10.3726437957384,9.99113477602404,10.1405916018073,10.0821431064279,10.2225031053563,10.1953014664744,"SLC30A6"
"ENSG00000229816",5.56795900410903,5.55169810502553,5.97248334746111,5.51193606298776,5.65084094740345,5.53254796178784,NA
"ENSG00000091106",5.62614418774403,6.16586277639016,5.74641216277812,5.86899050210992,5.91459258397891,5.78116639722774,"NLRC4"
"ENSG00000119820",9.52608232613908,9.35692650674294,9.39165874117446,9.25030043360094,9.16651212839365,9.14968293961813,"YIPF4"
"ENSG00000115760",10.5800964872237,9.92728100685947,10.6316990682743,10.4584333053399,10.1271913886003,10.6985501652926,"BIRC6"
"ENSG00000276334",5.67726142123402,5.81385454988892,6.00973919511884,5.64469130782133,5.75341346213997,5.73020902711406,NA
