"","baseMean","log2FoldChange","lfcSE","pvalue","padj","hgnc_symbol"
"ENSG00000187017",598.105327811247,-0.0742472692601929,0.133768932406022,0.206299935761853,0.887014070525452,"ESPN"
"ENSG00000215788",150.192539046629,-0.0304736382101477,0.125420227024403,0.385831920779778,0.981198135354643,"TNFRSF25"
"ENSG00000171680",564.79935246045,-0.0740925123334089,0.137344923227132,0.184318953440939,0.868351696049822,"PLEKHG5"
"ENSG00000162408",720.996416974613,0.0432091963748682,0.120364679863926,0.413898340985137,0.983310023689396,"NOL9"
"ENSG00000229519",1.49873611608899,0.000893221277520913,0.12536909106372,0.919991085139937,NA,NA
"ENSG00000173662",2.57598558511547,-0.00618069186487913,0.125413388991248,0.576395717971812,NA,"TAS1R1"
"ENSG00000204859",343.870784058919,-0.00575263814718411,0.111977322709995,0.908402611591193,0.996963966487092,"ZBTB48"
"ENSG00000162413",784.635053160277,0.0457634173122315,0.121979015034208,0.382963295099337,0.980047975419733,"KLHL21"
"ENSG00000116273",1525.37629325594,-0.0053146131606036,0.110545190142482,0.91752629474881,0.997276264740844,"PHF13"
"ENSG00000041988",197.255179894481,0.0110350514423276,0.113355609767228,0.827748657539136,0.996963966487092,"THAP3"
"ENSG00000007923",1338.76145054473,-0.0193882558226567,0.116692974849995,0.679384260560025,0.996963966487092,"DNAJC11"
"ENSG00000237436",22.7412902412709,0.00968649857746227,0.123029020204307,0.725311792599161,0.996963966487092,NA
"ENSG00000171735",1279.96897867455,-0.0311019774937859,0.119664887064891,0.508545730317879,0.995223898895569,"CAMTA1"
"ENSG00000237402",1.07926713983873,-0.00340696674082541,0.125570576212738,0.608349035839597,NA,NA
"ENSG00000270171",6.85362591321177,-0.0166380833516074,0.126624312620552,0.214510928747637,0.89080889647235,NA
"ENSG00000270035",2.60229500612833,-0.00453534654226883,0.12546282941184,0.621607679115181,NA,NA
"ENSG00000269978",4.73942402166336,-0.000517250828665425,0.125032551854452,0.96512339925127,NA,NA
"ENSG00000049245",975.068998788843,0.0187947683078969,0.107477430493357,0.730704253440298,0.996963966487092,"VAMP3"
"ENSG00000269925",5.2050634144315,0.00440190251566738,0.124962332540303,0.760141076662553,NA,NA
"ENSG00000049246",218.757837918458,-0.456290344314476,0.613171113650901,0.00815649328304762,0.214406043439594,"PER3"
"ENSG00000236266",2.50516158662332,-0.00835691762325515,0.125603943768264,0.449765465717979,NA,NA
"ENSG00000049247",1.33478061149936,0.00446807912435866,0.125602572486612,0.523747246305153,NA,"UTS2"
"ENSG00000116288",5415.29667382927,0.0066378898543533,0.108770449253231,0.9056981003595,0.996963966487092,"PARK7"
"ENSG00000116285",1381.1612992399,0.0646268701438121,0.132726450865425,0.241690301678689,0.917155731575724,"ERRFI1"
"ENSG00000162426",93.5636183265218,0.0885846721274501,0.158755252287296,0.0797501817019137,0.668547141999783,"SLC45A1"
"ENSG00000142599",2374.19151280159,0.00281812309819643,0.107594420755703,0.961635192881498,0.998868305002884,"RERE"
"ENSG00000074800",60048.0339495381,-0.00519171181697613,0.110378952178856,0.918787361582811,0.997276264740844,"ENO1"
"ENSG00000236269",6.39256304658501,0.0190382730076242,0.126842944007184,0.225788639050454,0.89877530940956,NA
"ENSG00000230679",3.07157058391186,0.00326308650957678,0.125171847848178,0.785686070883451,NA,"ENO1-AS1"
"ENSG00000142583",1.35897558293584,-0.00282647793667336,0.125502839913048,0.70352978938273,NA,"SLC2A5"
"ENSG00000180758",117.013656247319,0.0427785362283121,0.126150610557123,0.338551289457523,0.968866166682398,"GPR157"
"ENSG00000228526",142.096644273576,-0.00971856171392782,0.125725799456789,NA,NA,"MIR34AHG"
"ENSG00000234546",23.7872007021024,0.0163178903378261,0.124153179817076,0.545607274476788,0.995223898895569,"LNCTAM34A"
"ENSG00000281937",2.13372473667763,-0.00445862928300158,0.125435916249096,0.638075486150196,NA,NA
"ENSG00000049239",471.237896969648,-0.121014147007832,0.178258424554915,0.0704273395364108,0.637625083802821,"H6PD"
"ENSG00000171621",164.071411289547,-0.0637636692209894,0.138841257005265,0.157912328188198,0.835000800903975,"SPSB1"
"ENSG00000171612",828.447157307015,0.00244243061941224,0.111884384854627,0.967237154696295,0.999280528424376,"SLC25A33"
"ENSG00000231181",2.47765021930991,-0.00395622452796242,0.125372922147333,0.688653030834918,NA,"RPL9P11"
"ENSG00000188807",801.508185228936,0.0426974422777176,0.112224177622275,0.473892170260953,0.991959015170343,"TMEM201"
"ENSG00000171608",805.846790365573,-0.162029665899743,0.259593567581346,0.0278291465694032,0.423715307898378,"PIK3CD"
"ENSG00000231789",123.90475971345,-0.042167231065453,0.129585554479066,0.254676787010861,0.928156799485038,"PIK3CD-AS2"
"ENSG00000171603",4055.81308526981,0.00556472802065487,0.10943564659089,0.918105048559669,0.997276264740844,"CLSTN1"
"ENSG00000178585",1607.19586339316,-0.0388847306556645,0.112755595098662,0.500120968479825,0.995223898895569,"CTNNBIP1"
"ENSG00000162441",299.392601637527,-0.117073216354975,0.165030461561273,0.0902350315561993,0.695499246546121,"LZIC"
"ENSG00000228150",7.15051827742887,0.00769754232990535,0.124688540277226,0.672086002510367,0.996963966487092,NA
"ENSG00000173614",80.4069091208196,-0.0703524219127313,0.142395246049237,0.141452729642088,0.806358358752546,"NMNAT1"
"ENSG00000202415",3.10741848898671,-0.00474225294934327,0.125225972522306,0.692670616171006,NA,NA
"ENSG00000162444",84.5414897904979,-0.508958378789303,0.540115396007321,0.00701173432201712,0.198128996599752,"RBP7"
"ENSG00000130939",2785.97058447286,0.0149357050953205,0.110561691162123,0.793355414951824,0.996963966487092,"UBE4B"
"ENSG00000054523",2684.33378095181,-0.0568886994456888,0.123432061305538,0.293180404992742,0.951631395009671,"KIF1B"
"ENSG00000142657",8303.2066202019,0.00583930575634912,0.108532212610745,0.917992198056946,0.997276264740844,"PGD"
"ENSG00000271989",2.12673304569154,-0.00380084581865667,0.125406471943247,0.684667219358764,NA,NA
"ENSG00000251503",18.9927358272267,0.00404876478412504,0.122634022472152,0.880622844699541,0.996963966487092,"CENPS-CORT"
"ENSG00000175279",136.699935417029,-0.0181000478790716,0.118059232755578,0.680354051642243,0.996963966487092,"CENPS"
"ENSG00000241563",5.99318626358489,0.0103863437258125,0.125375192267907,0.497158546425518,0.995223898895569,"CORT"
"ENSG00000160049",3343.5386804356,0.0115850607190163,0.110385739192936,0.828329210100804,0.996963966487092,"DFFA"
"ENSG00000142655",747.633675254913,0.0121878235224597,0.108530207488584,0.827818097988028,0.996963966487092,"PEX14"
"ENSG00000130940",153.243710062253,0.0421325770713904,0.126479300492407,0.333687859091749,0.96750311430579,"CASZ1"
"ENSG00000272078",38.3629765574877,0.054768670760235,0.138554831741421,0.102535582855875,0.726081807632595,NA
"ENSG00000175262",7.31684753831283,-0.0236055981427856,0.127905490267671,0.153691644002528,0.826576908921161,"C1orf127"
"ENSG00000120948",3776.79341843233,0.112616584991436,0.150345189394551,0.12838152960223,0.782002359506855,"TARDBP"
"ENSG00000009724",19.7191702762091,-0.00344050121571212,0.124043771097505,0.862810439970218,0.996963966487092,"MASP2"
"ENSG00000271895",18.2135037967716,-0.00787273073726957,0.124239791433384,0.702084522997629,0.996963966487092,NA
"ENSG00000116649",3844.87122153061,0.0571799477990202,0.124372362145401,0.319671304202903,0.961105655737718,"SRM"
"ENSG00000171824",1865.75529869334,-0.0403663943454169,0.113328599648757,0.493671989040041,0.995223898895569,"EXOSC10"
"ENSG00000226849",2.04608218976418,-0.0011514334536627,0.125374575433137,0.894172673119862,NA,NA
"ENSG00000230337",16.2458820480699,-0.00829377846680552,0.12344826854517,0.738276300858996,0.996963966487092,"EXOSC10-AS1"
"ENSG00000198793",2656.89999267448,0.00711888789512053,0.114983712450036,0.881834702510091,0.996963966487092,"MTOR"
"ENSG00000120942",753.608927626956,0.010696423888541,0.109829405823283,0.842080501816779,0.996963966487092,"UBIAD1"
"ENSG00000204624",111.812357328002,-0.037846102822916,0.126291704737419,0.343287095420518,0.970289032670747,"DISP3"
"ENSG00000116661",1580.98706965429,-0.0774146438739068,0.138610460448697,0.182740444573496,0.867262708820593,"FBXO2"
"ENSG00000132879",521.883617186811,-0.0399492100053606,0.115562130167597,0.474256625751623,0.991959015170343,"FBXO44"
"ENSG00000116663",33.1745763501243,0.00724734403344047,0.122117168781604,0.810791356545606,0.996963966487092,"FBXO6"
"ENSG00000116670",4223.16005711679,-0.0947291331852966,0.149757037477898,0.127544290663174,0.780956686117939,"MAD2L2"
"ENSG00000162490",718.718786851527,-0.0563438544706576,0.127995676460435,0.2776980365772,0.9453202321536,"DRAXIN"
"ENSG00000177674",1358.45764658345,-0.0168689703001242,0.11729895526963,0.692734883041309,0.996963966487092,"AGTRAP"
"ENSG00000215910",8.97193411805317,-0.033679139714963,0.131320247352195,0.0522194124758525,0.56357721960982,"C1orf167"
"ENSG00000177000",368.110471637255,-0.0247701452174799,0.114163829813166,0.63302663192113,0.996963966487092,"MTHFR"
"ENSG00000011021",522.57596591086,0.0161095470968551,0.112474695173911,0.760327907652344,0.996963966487092,"CLCN6"
"ENSG00000242349",5.1775954794838,0.0255270453638272,0.128838933888347,0.0682301336248805,NA,NA
"ENSG00000175206",1.39977390533461,0.00988900326806983,0.126174014385496,0.0886426469168475,NA,"NPPA"
"ENSG00000120937",11.8563017315578,0.0250929193778838,0.128448889065099,0.114846134616593,0.755866758327646,"NPPB"
"ENSG00000116685",1655.40494109265,0.111075524269767,0.149117111663087,0.116788148604925,0.760362851325614,"KIAA2013"
"ENSG00000083444",1840.12544613292,0.0503346706275947,0.117431379487556,0.391550165265471,0.981346237206716,"PLOD1"
"ENSG00000116688",2088.29108423584,0.0128452516383389,0.110213211513905,0.813810384861873,0.996963966487092,"MFN2"
"ENSG00000116691",1307.59037640407,-0.0120391022444197,0.11215871322753,0.81751181855119,0.996963966487092,"MIIP"
"ENSG00000202461",1.2025546677535,-0.00180752807713046,0.12552494757907,0.782063292340042,NA,NA
"ENSG00000120949",621.117168454027,0.0935961971325112,0.144381875101614,0.145620787461868,0.813923052705761,"TNFRSF8"
"ENSG00000028137",93.0404412982711,-0.00620581148121155,0.117762426465579,0.879477788362487,0.996963966487092,"TNFRSF1B"
"ENSG00000048707",761.181657548722,0.031983309192324,0.120049083215769,0.499298755776217,0.995223898895569,"VPS13D"
"ENSG00000239149",4.23342618042505,0.0111144864137801,0.125975518021703,0.295615195004448,NA,"SNORA59B"
"ENSG00000162496",814.202836186249,0.0301869102910907,0.121154599620361,0.497960632518245,0.995223898895569,"DHRS3"
